time, vel, T_target, T_estimate
1.944,18.205084,0.012000,0.006862
1.945,18.260044,0.012000,0.006862
1.946,18.260044,0.012000,0.006862
1.947,18.260044,0.012000,0.008696
1.948,18.260044,0.012000,0.013625
1.949,18.260044,0.012000,0.015420
1.950,18.260044,0.012000,0.014394
1.951,18.260044,0.012000,0.011608
1.952,18.260044,0.012000,0.007676
1.953,18.260044,0.012000,0.012888
1.954,18.260044,0.012000,0.010514
1.955,18.260044,0.012000,0.010785
1.956,18.260044,0.012000,0.007265
1.957,18.260044,0.012000,0.011837
1.958,18.315767,0.012000,0.011837
1.959,18.370728,0.012000,0.011837
1.960,18.370728,0.012000,0.011837
1.961,18.370728,0.012000,0.011837
1.962,18.370728,0.012000,0.015390
1.963,18.370728,0.012000,0.015098
1.964,18.370728,0.012000,0.014156
1.965,18.370728,0.012000,0.008333
1.966,18.370728,0.012000,0.011124
1.967,18.370728,0.012000,0.012697
1.968,18.423519,0.012000,0.012697
1.969,18.423519,0.012000,0.012697
1.970,18.374828,0.012000,0.012697
1.971,18.374828,0.012000,0.012697
1.972,18.374828,0.012000,0.012697
1.973,18.374828,0.012000,0.012697
1.974,18.374828,0.012000,0.012697
1.975,18.426451,0.012000,0.012697
1.976,18.426451,0.012000,0.012697
1.977,18.426451,0.012000,0.012697
1.978,18.426451,0.012000,0.012697
1.979,18.426451,0.012000,0.012697
1.980,18.426451,0.012000,0.012697
1.981,18.479242,0.012000,0.012697
1.982,18.479242,0.012000,0.012697
1.983,18.430552,0.012000,0.012697
1.984,18.430552,0.012000,0.012697
1.985,18.430552,0.012000,0.012697
1.986,18.430552,0.012000,0.012697
1.987,18.430552,0.012000,0.012697
1.988,18.430552,0.012000,0.007354
1.989,18.430552,0.012000,0.011078
1.991,18.430552,0.012000,0.011834
1.992,18.430552,0.012000,0.013739
1.993,18.430552,0.012000,0.009066
1.994,18.482174,0.012000,0.009066
1.995,18.482174,0.012000,0.009066
1.996,18.534966,0.012000,0.009066
1.997,18.534966,0.012000,0.009066
1.998,18.486275,0.012000,0.009066
1.999,18.486275,0.012000,0.009066
2.000,18.541235,0.012000,0.009066
2.001,18.541235,0.012000,0.009066
2.002,18.541235,0.012000,0.009066
2.003,18.541235,0.012000,0.009066
2.004,18.541235,0.012000,0.009066
2.005,18.541235,0.012000,0.009066
2.006,18.541235,0.012000,0.009066
2.007,18.541235,0.012000,0.009066
