Time_us,Roll,Pitch,GyroX,GyroY,GyroZ,T1,T2,T3,PhiX,PhiY,PhiDX,PhiDY,motor_vel_1,motor_vel_2,motor_vel_3,motor_pos_1,motor_pos_2,motor_pos_3,motor_torq_1,motor_torq_2,motor_torq_3
83461994,0.0122,-0.0119,-0.7905,0.3198,-0.1134,0.1121,0.0196,-0.1448,0.0065,0.0065,-0.3567,-0.3551,-2.3665,6.8064,-1.8595,18.4074,-5.6357,-17.5585,-0.1529,0.2052,-0.1149
83466994,0.0082,-0.0104,-0.8250,0.3512,-0.1244,0.2085,-0.0680,-0.1549,0.0041,0.0041,-0.4760,-0.3173,-1.7152,6.4733,-2.1142,18.3963,-5.6099,-17.5670,-0.1089,0.1637,-0.1371
83471994,0.0038,-0.0085,-0.8485,0.4148,-0.0921,0.2300,-0.1752,-0.1445,0.0013,0.0013,-0.5704,-0.2309,-1.6001,5.6505,-2.6489,18.3900,-5.5751,-17.5821,-0.0818,0.1406,-0.1451
83476994,-0.0004,-0.0063,-0.8192,0.4569,-0.0212,0.2300,-0.2300,-0.1235,-0.0019,-0.0019,-0.6331,-0.1304,-0.9319,4.9190,-2.6336,18.3849,-5.5554,-17.5928,-0.0461,0.0997,-0.1473
83481994,-0.0045,-0.0040,-0.7831,0.5043,0.0164,0.2300,-0.2300,-0.0941,-0.0052,-0.0052,-0.6714,0.1027,-0.3231,3.5062,-1.6603,18.3818,-5.5327,-17.6039,-0.0043,0.0804,-0.1342
83486994,-0.0082,-0.0015,-0.7242,0.5522,-0.0075,0.2300,-0.2300,-0.0549,-0.0086,-0.0086,-0.6698,0.2927,0.1078,2.3846,-0.9574,18.3821,-5.5231,-17.6077,0.0145,0.0406,-0.1248
83491994,-0.0117,0.0014,-0.6747,0.5831,0.0219,0.2300,-0.2300,-0.0161,-0.0125,-0.0125,-0.7906,0.5238,1.6076,0.7025,-0.0707,18.3912,-5.5172,-17.6091,0.0546,-0.0007,-0.0890
83496994,-0.0148,0.0043,-0.6164,0.5709,0.0188,0.2300,-0.2300,0.0133,-0.0161,-0.0161,-0.7145,0.6384,0.7435,-0.7833,0.0855,18.3939,-5.5200,-17.6087,0.1077,-0.0379,-0.0437
83501994,-0.0177,0.0071,-0.5479,0.5394,-0.0869,0.2300,-0.2300,0.0323,-0.0199,-0.0199,-0.7464,0.8584,0.9857,-3.2774,0.8358,18.3979,-5.5388,-17.6043,0.1253,-0.0539,-0.0239
83506994,-0.0201,0.0098,-0.4588,0.5168,-0.0520,0.2300,-0.2300,0.0678,-0.0230,-0.0230,-0.6255,0.8344,1.5029,-2.3957,1.6826,18.4036,-5.5471,-17.5977,0.1594,-0.1175,0.0134
83511994,-0.0220,0.0119,-0.3384,0.4465,0.0552,0.2300,-0.2300,0.0898,-0.0261,-0.0261,-0.6185,0.7007,3.5411,-1.2108,2.0189,18.4227,-5.5571,-17.5847,0.1938,-0.1496,0.0502
83516994,-0.0237,0.0138,-0.3167,0.3540,-0.0059,0.2300,-0.2300,0.0697,-0.0298,-0.0298,-0.7552,0.5776,5.3369,-0.9839,1.8328,18.4439,-5.5610,-17.5775,0.2067,-0.1877,0.0738
83521994,-0.0249,0.0153,-0.2440,0.2749,-0.0688,0.2300,-0.2300,0.0664,-0.0349,-0.0349,-1.0138,0.5825,8.3101,-2.2425,1.6362,18.4907,-5.5729,-17.5669,0.2063,-0.2160,0.0838
83526994,-0.0260,0.0164,-0.2624,0.2599,-0.0630,0.2300,-0.2300,0.0649,-0.0415,-0.0415,-1.3065,0.5862,10.3868,-3.3421,0.7724,18.5320,-5.5864,-17.5640,0.2008,-0.2187,0.0705
83531994,-0.0268,0.0174,-0.2001,0.1854,0.0353,0.2300,-0.2300,0.0619,-0.0493,-0.0493,-1.5651,0.6309,13.5205,-4.5521,1.0693,18.6103,-5.6124,-17.5582,0.2096,-0.2183,0.0652
83536994,-0.0279,0.0184,-0.2291,0.1680,0.0356,0.2300,-0.2300,0.0534,-0.0580,-0.0580,-1.7361,0.7022,14.5809,-5.6442,1.1139,18.6689,-5.6346,-17.5539,0.2225,-0.2175,0.0608
83541994,-0.0287,0.0189,-0.1436,0.1390,-0.1012,0.2300,-0.2300,0.0574,-0.0664,-0.0664,-1.6880,0.8450,14.1255,-7.6192,1.3711,18.7542,-5.6781,-17.5462,0.2310,-0.2131,0.0505
83546994,-0.0294,0.0195,-0.0977,0.1326,-0.1052,0.2300,-0.2300,0.0689,-0.0750,-0.0750,-1.7237,0.9093,15.1281,-7.9795,1.9042,18.8147,-5.7104,-17.5388,0.2232,-0.2230,0.0500
83551994,-0.0295,0.0202,-0.0040,0.1338,-0.0484,0.2300,-0.2300,0.1061,-0.0835,-0.0835,-1.7034,1.0439,16.2017,-8.5861,2.9953,18.9101,-5.7610,-17.5220,0.2229,-0.2217,0.0579
83556994,-0.0294,0.0205,0.0186,0.0318,-0.0151,0.2300,-0.2300,0.0768,-0.0926,-0.0926,-1.8078,0.9905,17.9264,-8.5916,3.5869,18.9813,-5.7957,-17.5074,0.2060,-0.2372,0.0820
83561994,-0.0288,0.0200,0.0886,-0.1078,0.1086,0.2300,-0.2300,0.0384,-0.1034,-0.1034,-2.1629,0.7689,23.4205,-7.3113,3.7341,19.1136,-5.8411,-17.4848,0.1885,-0.2371,0.0946
83566994,-0.0288,0.0194,-0.0327,-0.1368,0.2235,0.2300,-0.2300,-0.0102,-0.1171,-0.1171,-2.7374,0.5567,28.0624,-6.5403,2.1054,19.2263,-5.8673,-17.4762,0.1767,-0.2396,0.0818
83571994,-0.0293,0.0184,-0.0733,-0.2049,0.1535,0.2300,-0.2300,-0.0725,-0.1328,-0.1328,-3.1420,0.3291,31.2275,-6.3939,0.1798,19.4116,-5.9050,-17.4740,0.2187,-0.2358,0.0384
83576994,-0.0295,0.0167,-0.0330,-0.2999,0.0347,0.2300,-0.2300,-0.1384,-0.1484,-0.1484,-3.1134,0.1943,30.7989,-6.6806,-0.6041,19.5357,-5.9317,-17.4773,0.2306,-0.2266,0.0106
83581994,-0.0294,0.0151,0.0550,-0.3146,0.0604,0.2300,-0.2300,-0.1485,-0.1631,-0.1631,-2.9516,0.3292,29.4370,-8.1697,-0.1399,19.7133,-5.9777,-17.4777,0.2402,-0.2201,-0.0404
83586994,-0.0290,0.0131,0.1133,-0.3494,0.0371,0.2300,-0.2300,-0.1783,-0.1774,-0.1774,-2.8584,0.4551,27.8668,-10.3765,-0.2294,19.8254,-6.0189,-17.4785,0.2650,-0.2034,-0.0833
83591994,-0.0283,0.0113,0.1717,-0.3381,-0.0068,0.2300,-0.2300,-0.1854,-0.1907,-0.1907,-2.6592,0.7280,24.5294,-13.8295,-0.2356,19.9768,-6.0985,-17.4799,0.2608,-0.2017,-0.1038
83596994,-0.0270,0.0099,0.2615,-0.2355,-0.1003,0.2300,-0.2300,-0.1376,-0.2022,-0.2022,-2.3047,1.0134,20.1033,-16.4944,-0.4651,20.0574,-6.1642,-17.4816,0.2677,-0.1930,-0.1430
83601994,-0.0254,0.0088,0.3415,-0.1891,-0.2912,0.2300,-0.2300,-0.1086,-0.2132,-0.2132,-2.2037,1.4855,16.6573,-22.4631,-0.8569,20.1599,-6.2917,-17.4860,0.2599,-0.1850,-0.1480
83606994,-0.0231,0.0079,0.4872,-0.1686,-0.3694,0.2300,-0.2218,-0.0604,-0.2242,-0.2242,-2.1857,2.0452,15.0785,-28.9443,-0.3391,20.2199,-6.4061,-17.4881,0.2414,-0.1549,-0.1375
83611994,-0.0204,0.0072,0.5797,-0.1442,-0.4855,0.1392,-0.1787,-0.0168,-0.2365,-0.2365,-2.4716,2.8880,14.3590,-39.1518,0.0471,20.3064,-6.6326,-17.4874,0.2351,-0.1346,-0.0985
83616994,-0.0182,0.0068,0.3842,-0.0559,-0.3938,0.1899,-0.2279,-0.0077,-0.2502,-0.2502,-2.7429,2.9643,15.5106,-38.7577,0.2518,20.3683,-6.7905,-17.4866,0.2058,-0.1516,-0.0562
83621994,-0.0154,0.0064,0.5241,-0.0977,-0.1819,0.0775,-0.1363,0.0376,-0.2636,-0.2636,-2.6805,3.1046,15.4563,-40.8379,0.4979,20.4631,-7.0284,-17.4836,0.1913,-0.1222,-0.0351
83626994,-0.0132,0.0059,0.4798,-0.0855,-0.5707,0.0369,-0.1362,0.0331,-0.2764,-0.2764,-2.5492,3.2806,13.3147,-42.0708,1.3597,20.5163,-7.1991,-17.4784,0.1946,-0.0898,-0.0054
83631994,-0.0107,0.0051,0.4585,-0.1353,-0.5942,-0.0066,-0.0780,0.0158,-0.2864,-0.2864,-2.0054,2.5940,11.9607,-33.0286,2.1488,20.5883,-7.4072,-17.4644,0.1543,-0.1712,0.0372
83636994,-0.0074,0.0049,0.6637,-0.0629,-0.1122,-0.1489,-0.0041,0.1400,-0.2949,-0.2949,-1.7059,2.5393,10.0690,-33.0414,0.4856,20.6297,-7.5386,-17.4626,0.1386,-0.1501,0.0424
83641994,-0.0042,0.0046,0.6665,-0.0342,-0.3984,-0.2295,0.0158,0.1675,-0.2996,-0.2996,-0.9290,2.1141,6.1833,-25.3811,2.2701,20.6686,-7.7054,-17.4521,0.0989,-0.1588,0.0141
83646994,-0.0000,0.0031,0.8543,-0.2486,0.0185,-0.2300,0.2300,0.1563,-0.3013,-0.3013,-0.3329,1.3398,4.7224,-18.6956,1.7285,20.6876,-7.7799,-17.4446,0.0490,-0.1320,0.0766
83651994,0.0039,0.0028,0.7810,-0.0907,0.2381,-0.2300,0.2100,0.2300,-0.3003,-0.3003,0.1963,0.7724,2.6647,-9.3867,1.7039,20.7054,-7.8487,-17.4365,0.0258,-0.1214,0.0912
83656994,0.0085,0.0012,0.8745,-0.3286,0.1440,-0.2300,0.2300,0.1836,-0.2967,-0.2967,0.7206,0.1246,1.6935,-2.9371,2.8963,20.7122,-7.8601,-17.4248,-0.0182,-0.0730,0.1252
83661994,0.0127,-0.0011,0.8128,-0.4914,0.1529,-0.2300,0.2300,0.1061,-0.2909,-0.2909,1.1457,-0.3536,-1.7809,1.0353,2.8186,20.7065,-7.8547,-17.4084,-0.0459,-0.0225,0.1709
83666994,0.0165,-0.0031,0.7685,-0.4359,-0.0130,-0.2300,0.2300,0.1156,-0.2843,-0.2843,1.3355,-0.3520,-2.9143,2.8522,3.9560,20.6929,-7.8439,-17.3929,-0.0843,0.0412,0.1687
83671994,0.0202,-0.0062,0.7269,-0.5663,-0.0618,-0.2300,0.2300,0.0352,-0.2773,-0.2773,1.3879,-0.5276,-2.8279,4.2723,4.8208,20.6783,-7.8138,-17.3642,-0.1317,0.1117,0.1310
83676994,0.0240,-0.0089,0.7944,-0.5483,0.1062,-0.2300,0.2300,0.0570,-0.2703,-0.2703,1.4082,-0.3586,-2.7198,2.8866,5.3798,20.6669,-7.8027,-17.3429,-0.1866,0.1663,0.0844
83681994,0.0270,-0.0113,0.5873,-0.4343,0.0335,-0.2300,0.2300,0.0409,-0.2645,-0.2645,1.1558,0.0606,-1.7496,1.3889,7.8364,20.6569,-7.7937,-17.2994,-0.2066,0.1853,0.0539
83686994,0.0297,-0.0129,0.5076,-0.2856,0.0265,-0.2300,0.2300,0.0821,-0.2586,-0.2586,1.1834,0.3304,-2.1742,1.3801,9.4079,20.6480,-7.7885,-17.2618,-0.2310,0.2157,0.0225
83691994,0.0319,-0.0142,0.3897,-0.2019,0.0277,-0.2300,0.2300,0.0884,-0.2532,-0.2532,1.0720,0.3837,-1.3556,2.4631,10.1410,20.6384,-7.7750,-17.2009,-0.2351,0.2257,0.0489
83696994,0.0336,-0.0147,0.2987,-0.1078,-0.0166,-0.2300,0.2300,0.1115,-0.2479,-0.2479,1.0753,0.5648,-1.4077,2.8969,11.7297,20.6330,-7.7634,-17.1546,-0.2324,0.2255,0.0606
83701994,0.0348,-0.0155,0.2111,-0.1197,-0.0136,-0.2300,0.2300,0.0867,-0.2423,-0.2423,1.1080,0.6439,-1.7993,3.2580,13.2909,20.6230,-7.7446,-17.0751,-0.2265,0.2247,0.0877
83706994,0.0362,-0.0165,0.2520,-0.1500,-0.1128,-0.2300,0.2300,0.0754,-0.2362,-0.2362,1.2188,0.4412,-2.6481,4.2994,12.1072,20.6126,-7.7277,-17.0115,-0.2192,0.2157,0.1095
83711994,0.0372,-0.0172,0.2269,-0.1509,-0.2136,-0.2300,0.2300,0.0618,-0.2301,-0.2301,1.2305,0.1116,-3.6596,5.8141,9.3643,20.5910,-7.6938,-16.9646,-0.2207,0.2168,0.1032
83716994,0.0383,-0.0181,0.1982,-0.1921,-0.2402,-0.2300,0.2300,0.0318,-0.2246,-0.2246,1.0848,-0.1719,-3.3197,6.4108,6.8245,20.5775,-7.6681,-16.9369,-0.2316,0.2209,0.0969
83721994,0.0391,-0.0195,0.1197,-0.2556,-0.2961,-0.2300,0.2300,-0.0314,-0.2204,-0.2204,0.8492,-0.5227,-2.6231,7.2081,3.9059,20.5610,-7.6254,-16.9121,-0.2356,0.2178,0.0650
83726994,0.0394,-0.0208,0.0321,-0.2175,-0.2897,-0.2300,0.2300,-0.0554,-0.2171,-0.2171,0.6610,-0.5681,-1.8613,7.3897,3.0144,20.5535,-7.5959,-16.9031,-0.2384,0.2281,0.0423
83731994,0.0394,-0.0219,-0.0324,-0.1744,-0.2744,-0.2300,0.2300,-0.0732,-0.2146,-0.2146,0.4967,-0.6406,-1.2362,7.6487,1.7803,20.5466,-7.5504,-16.8886,-0.2347,0.2263,0.0013
83736994,0.0389,-0.0228,-0.0651,-0.1411,-0.2897,-0.2300,0.2300,-0.0898,-0.2124,-0.2124,0.4435,-0.7080,-1.2916,8.0157,0.8404,20.5417,-7.5184,-16.8851,-0.2279,0.2320,-0.0436
83741994,0.0381,-0.0234,-0.1329,-0.1310,-0.2399,-0.2300,0.2300,-0.1183,-0.2104,-0.2104,0.3942,-0.8004,-1.9871,8.1863,-0.3362,20.5309,-7.4698,-16.8847,-0.2252,0.2251,-0.0819
83746994,0.0378,-0.0242,-0.1060,-0.1087,-0.1559,-0.2300,0.2300,-0.1170,-0.2080,-0.2080,0.4853,-0.7829,-2.4353,8.4860,-0.0972,20.5213,-7.4356,-16.8851,-0.2225,0.2291,-0.1007
83751994,0.0370,-0.0247,-0.1454,-0.0507,-0.1021,-0.2300,0.2300,-0.1179,-0.2055,-0.2055,0.4960,-0.8201,-3.4087,8.6815,-1.1569,20.5019,-7.3837,-16.8897,-0.2220,0.2257,-0.1074
83756994,0.0363,-0.0250,-0.1869,-0.0168,-0.1202,-0.2300,0.2300,-0.1264,-0.2032,-0.2032,0.4629,-0.8850,-3.8570,8.9617,-2.1660,20.4863,-7.3482,-16.8967,-0.2240,0.2282,-0.1040
83761994,0.0352,-0.0251,-0.2556,0.0192,-0.1269,-0.2300,0.2300,-0.1426,-0.2014,-0.2014,0.3558,-1.0766,-4.2712,9.5786,-4.5092,20.4612,-7.2908,-16.9244,-0.2274,0.2239,-0.1064
83766994,0.0338,-0.0251,-0.3012,0.0522,-0.0811,-0.2300,0.2300,-0.1528,-0.1999,-0.1999,0.3037,-1.1557,-4.7953,9.6977,-5.8558,20.4419,-7.2523,-16.9479,-0.2240,0.2264,-0.1209
83771994,0.0322,-0.0248,-0.3549,0.1057,0.0002,-0.2300,0.2300,-0.1519,-0.1986,-0.1986,0.2576,-1.2130,-5.6252,9.6593,-7.3481,20.4089,-7.1939,-16.9906,-0.2256,0.2277,-0.1420
83776994,0.0305,-0.0244,-0.3503,0.1261,0.0649,-0.2300,0.2300,-0.1501,-0.1972,-0.1972,0.2878,-1.1715,-5.8185,9.6161,-7.1170,20.3857,-7.1553,-17.0196,-0.2302,0.2297,-0.1520
83781994,0.0284,-0.0236,-0.3864,0.1778,0.1132,-0.2300,0.2300,-0.1421,-0.1957,-0.1957,0.2962,-0.9671,-6.1249,8.8229,-5.9408,20.3494,-7.1013,-17.0559,-0.2259,0.2332,-0.1560
83786994,0.0265,-0.0224,-0.4270,0.2517,0.1624,-0.2300,0.2300,-0.1186,-0.1944,-0.1944,0.2610,-0.8343,-6.5677,8.0593,-5.9566,20.3232,-7.0689,-17.0746,-0.2236,0.2392,-0.1497
83791994,0.0243,-0.0210,-0.4701,0.3189,0.2427,-0.2300,0.2300,-0.0959,-0.1931,-0.1931,0.2663,-0.6349,-7.3212,6.9935,-5.3295,20.2804,-7.0261,-17.1120,-0.2235,0.2419,-0.1388
83796994,0.0217,-0.0194,-0.5467,0.3766,0.3334,-0.1739,0.2300,-0.0837,-0.1921,-0.1921,0.1873,-0.4893,-7.3530,6.3706,-4.8164,20.2509,-7.0006,-17.1311,-0.2266,0.2390,-0.1103
83801994,0.0189,-0.0175,-0.5864,0.4178,0.3389,-0.0990,0.2096,-0.0713,-0.1914,-0.1914,0.1385,-0.3206,-7.5679,5.2347,-4.3120,20.2067,-6.9683,-17.1573,-0.2239,0.2376,-0.0866
83806994,0.0161,-0.0155,-0.5968,0.4475,0.3615,-0.0371,0.1326,-0.0537,-0.1906,-0.1906,0.1641,-0.2594,-8.1184,4.8816,-4.2569,20.1741,-6.9489,-17.1742,-0.1790,0.2196,-0.0733
83811994,0.0130,-0.0133,-0.6228,0.4859,0.3863,0.0371,0.0435,-0.0358,-0.1901,-0.1901,0.0958,-0.2138,-7.7456,4.7396,-4.2970,20.1267,-6.9203,-17.1999,-0.1477,0.2092,-0.0546
83816994,0.0100,-0.0109,-0.6573,0.5058,0.4217,0.1157,-0.0436,-0.0232,-0.1900,-0.1900,0.0265,-0.1448,-7.5364,4.2465,-4.1486,20.0967,-6.9033,-17.2129,-0.1218,0.1693,-0.0489
83821994,0.0066,-0.0084,-0.7055,0.5302,0.4125,0.2049,-0.1416,-0.0154,-0.1905,-0.1905,-0.0964,-0.0032,-7.0215,3.1780,-3.7011,20.0536,-6.8830,-17.2389,-0.0829,0.1319,-0.0330
83826994,0.0030,-0.0057,-0.7627,0.5767,0.3716,0.2300,-0.2300,-0.0005,-0.1916,-0.1916,-0.2309,0.1320,-6.3123,2.4574,-3.2686,20.0284,-6.8731,-17.2520,-0.0432,0.0903,-0.0195
83831994,-0.0007,-0.0029,-0.7770,0.6081,0.3429,0.2300,-0.2300,0.0198,-0.1937,-0.1937,-0.4162,0.2644,-4.7742,1.4461,-2.9710,19.9977,-6.8634,-17.2699,-0.0267,0.0689,-0.0056
83836994,-0.0048,0.0002,-0.7837,0.6225,0.3337,0.2300,-0.2300,0.0367,-0.1964,-0.1964,-0.5340,0.3862,-3.6186,0.6768,-2.3514,19.9833,-6.8606,-17.2793,0.0136,0.0281,0.0030
83841994,-0.0087,0.0034,-0.7605,0.6365,0.3224,0.2300,-0.2300,0.0619,-0.2002,-0.2002,-0.7557,0.5915,-0.9075,-0.5658,-1.1350,19.9743,-6.8627,-17.2875,0.0539,0.0059,0.0266
83846994,-0.0124,0.0062,-0.7550,0.6240,0.2708,0.2300,-0.2300,0.0692,-0.2039,-0.2039,-0.7420,0.7117,-1.3640,-1.7846,-0.6377,19.9690,-6.8696,-17.2894,0.0871,-0.0303,0.0349
83851994,-0.0160,0.0092,-0.6805,0.5858,0.0891,0.2300,-0.2300,0.0814,-0.2077,-0.2077,-0.7715,0.8719,-0.7649,-3.6169,0.0895,19.9638,-6.8919,-17.2891,0.1280,-0.0793,0.0614
83856994,-0.0191,0.0119,-0.5849,0.5336,0.0197,0.2300,-0.2300,0.0942,-0.2110,-0.2110,-0.6641,0.6844,-0.0039,-1.8549,0.0975,19.9638,-6.8990,-17.2887,0.1672,-0.1403,0.0774
83861994,-0.0212,0.0139,-0.4019,0.4114,0.1300,0.2300,-0.2300,0.1059,-0.2136,-0.2136,-0.5077,0.5122,1.1782,-0.6489,0.6376,19.9688,-6.9038,-17.2847,0.1853,-0.1604,0.0889
83866994,-0.0231,0.0157,-0.3610,0.3241,0.0451,0.2300,-0.2300,0.0885,-0.2164,-0.2164,-0.5690,0.4986,2.5978,-0.8430,1.3721,19.9790,-6.9071,-17.2780,0.2142,-0.1917,0.0943
83871994,-0.0246,0.0169,-0.2758,0.2272,-0.0340,0.2300,-0.2300,0.0729,-0.2203,-0.2203,-0.7768,0.5029,5.1246,-2.2314,1.2731,20.0067,-6.9186,-17.2730,0.2110,-0.2054,0.0964
83876994,-0.0258,0.0181,-0.2865,0.2728,-0.0417,0.2300,-0.2300,0.0962,-0.2256,-0.2256,-1.0488,0.5806,7.1502,-3.3235,0.5900,20.0351,-6.9319,-17.2686,0.2054,-0.2189,0.0757
83881994,-0.0267,0.0194,-0.2275,0.2538,-0.0029,0.2300,-0.2300,0.1167,-0.2320,-0.2320,-1.2875,0.7133,9.7766,-4.9892,0.8601,20.0913,-6.9598,-17.2649,0.2137,-0.2167,0.0765
83886994,-0.0278,0.0204,-0.2086,0.1897,0.0179,0.2300,-0.2300,0.1044,-0.2389,-0.2389,-1.3864,0.8661,11.2389,-6.2370,2.3809,20.1360,-6.9848,-17.2519,0.2099,-0.2157,0.0977
83891994,-0.0286,0.0213,-0.1323,0.1686,-0.0288,0.2300,-0.2300,0.1190,-0.2471,-0.2471,-1.6281,0.9817,14.5045,-7.3974,2.9455,20.2189,-7.0290,-17.2398,0.2029,-0.2173,0.1006
83896994,-0.0292,0.0221,-0.0996,0.1338,-0.0313,0.2300,-0.2300,0.1192,-0.2563,-0.2563,-1.8433,0.8966,17.5983,-6.7500,2.9006,20.2886,-7.0562,-17.2224,0.1926,-0.2360,0.1077
83901994,-0.0298,0.0223,-0.1289,0.0082,0.1083,0.2300,-0.2300,0.0625,-0.2680,-0.2680,-2.3422,0.7081,23.5622,-5.6234,3.1253,20.4236,-7.0909,-17.2098,0.1959,-0.2352,0.1185
83906994,-0.0307,0.0221,-0.1698,-0.0507,0.0857,0.2300,-0.2300,0.0170,-0.2808,-0.2808,-2.5681,0.5802,25.5609,-5.2401,2.5914,20.5268,-7.1118,-17.1936,0.2036,-0.2345,0.1058
83911994,-0.0316,0.0216,-0.1558,-0.1252,-0.0838,0.2300,-0.2300,-0.0345,-0.2941,-0.2941,-2.6484,0.4836,26.0860,-5.6143,1.9310,20.6833,-7.1451,-17.1856,0.2250,-0.2304,0.0854
83916994,-0.0323,0.0207,-0.1084,-0.1668,-0.1492,0.2300,-0.2300,-0.0654,-0.3073,-0.3073,-2.6352,0.4156,26.2051,-5.6947,1.5099,20.7885,-7.1678,-17.1771,0.2496,-0.2270,0.0372
83921994,-0.0323,0.0197,0.0199,-0.1912,-0.1580,0.2300,-0.2300,-0.0638,-0.3190,-0.3190,-2.3579,0.4855,24.6435,-6.1941,2.2411,20.9351,-7.2044,-17.1681,0.2358,-0.2273,-0.0083
83926994,-0.0319,0.0185,0.0886,-0.1851,-0.1009,0.2300,-0.2300,-0.0589,-0.3301,-0.3301,-2.2011,0.5121,23.3563,-6.6246,2.1012,21.0292,-7.2309,-17.1549,0.2379,-0.2252,-0.0272
