Time_us,Roll,Pitch,GyroX,GyroY,GyroZ,T1,T2,T3,PhiX,PhiY,PhiDX,PhiDY,motor_vel_1,motor_vel_2,motor_vel_3,motor_pos_1,motor_pos_2,motor_pos_3,motor_torq_1,motor_torq_2,motor_torq_3
115986436,0.0507,-0.0185,-0.0388,0.0208,0.0200,-0.2300,0.2300,0.1868,-0.0002,-0.0002,-0.0390,0.0211,0.0027,-0.0015,0.0029,26.4662,-16.1981,-21.8558,0.2543,-0.1795,0.0207
115986994,0.0506,-0.0183,-0.0388,0.0208,0.0200,-0.2300,0.2300,0.1897,-0.0002,-0.0002,-0.0354,0.0212,-0.0186,0.0168,0.0224,26.4661,-16.1981,-21.8558,-0.0002,0.0004,0.0002
115991994,0.0502,-0.0181,-0.0467,0.0211,0.0158,-0.2300,0.2300,0.1871,-0.0004,-0.0004,-0.0376,0.0135,-0.0371,0.1126,0.0171,26.4661,-16.1978,-21.8557,-0.0196,0.0056,0.0039
115996997,0.0501,-0.0178,-0.0409,0.0327,0.0151,-0.2300,0.2300,0.1985,0.0005,0.0005,0.1831,-0.0288,-1.8321,1.0601,0.2580,26.4585,-16.1940,-21.8549,-0.0333,0.0349,0.0423
116001994,0.0503,-0.0175,0.0128,0.0214,0.0002,-0.2300,0.2300,0.2129,0.0029,0.0029,0.4858,-0.2002,-2.3733,4.3051,1.5225,26.4481,-16.1718,-21.8471,-0.0855,0.0708,0.0805
116006995,0.0503,-0.0175,0.0079,-0.0208,-0.0059,-0.2300,0.2300,0.1924,0.0047,0.0047,0.3533,-0.0826,-1.3671,2.8618,2.1395,26.4392,-16.1590,-21.8344,-0.1318,0.1192,0.1021
116011994,0.0502,-0.0176,-0.0687,0.0046,-0.1663,-0.2300,0.2300,0.1747,0.0061,0.0061,0.2735,0.0699,-1.3851,1.9923,2.9043,26.4336,-16.1484,-21.8229,-0.1527,0.1572,0.1427
116016994,0.0494,-0.0177,-0.1924,0.0168,-0.2368,-0.2300,0.2300,0.1350,0.0070,0.0070,0.1980,0.0921,-1.1668,2.6771,3.7511,26.4265,-16.1378,-21.8083,-0.1935,0.1889,0.1606
116021994,0.0483,-0.0175,-0.2611,0.0254,-0.2057,-0.2300,0.2300,0.1132,0.0084,0.0084,0.2735,0.2130,-0.9456,3.7685,6.3635,26.4227,-16.1168,-21.7734,-0.2330,0.2074,0.1530
116026996,0.0464,-0.0175,-0.3454,0.0018,-0.2051,-0.2300,0.2300,0.0617,0.0101,0.0101,0.3390,0.2460,-1.5165,4.5014,7.8473,26.4153,-16.0986,-21.7267,-0.2287,0.2242,0.1131
116031994,0.0449,-0.0172,-0.3250,0.0379,-0.2924,-0.2300,0.2300,0.0699,0.0120,0.0120,0.3856,0.2525,-1.5577,4.9418,7.9091,26.4079,-16.0697,-21.6951,-0.2342,0.2238,0.0955
116036994,0.0427,-0.0170,-0.4026,0.0492,-0.3560,-0.2300,0.2300,0.0331,0.0134,0.0134,0.2815,0.2211,-1.1389,5.3420,7.7617,26.4013,-16.0482,-21.6640,-0.2326,0.2260,0.0750
116041994,0.0407,-0.0168,-0.4523,0.0706,-0.3572,-0.2300,0.2300,0.0120,0.0146,0.0146,0.2306,0.1489,-1.0504,6.0224,7.2317,26.3971,-16.0133,-21.6203,-0.2316,0.2274,0.0645
116046995,0.0381,-0.0166,-0.5452,0.0702,-0.3392,-0.2300,0.2300,-0.0342,0.0153,0.0153,0.1393,0.0446,-1.4476,6.3188,6.1592,26.3888,-15.9881,-21.5805,-0.2273,0.2233,0.0301
116051994,0.0352,-0.0164,-0.5541,0.0736,-0.3605,-0.2300,0.2300,-0.0634,0.0158,0.0158,0.1096,-0.1268,-1.7704,6.8941,4.4520,26.3818,-15.9474,-21.5625,-0.2290,0.2239,0.0266
116056994,0.0320,-0.0162,-0.6051,0.0764,-0.4167,-0.2300,0.2300,-0.1077,0.0159,0.0159,0.0025,-0.3242,-1.8230,7.5100,2.4627,26.3711,-15.9172,-21.5524,-0.2292,0.2212,-0.0061
116061994,0.0287,-0.0162,-0.6158,0.0577,-0.3926,-0.2300,0.2300,-0.1503,0.0157,0.0157,-0.0268,-0.5140,-1.9807,8.2507,0.9800,26.3633,-15.8684,-21.5463,-0.2276,0.2231,-0.0609
116066996,0.0254,-0.0157,-0.6228,0.0776,-0.2918,-0.1805,0.2300,-0.1648,0.0155,0.0155,-0.0348,-0.5775,-2.3472,8.4118,0.0496,26.3497,-15.8346,-21.5463,-0.2256,0.2288,-0.0834
116071994,0.0224,-0.0153,-0.6442,0.1451,-0.1980,-0.1035,0.2300,-0.1573,0.0152,0.0152,-0.0624,-0.5285,-2.7845,8.0261,-0.5943,26.3387,-15.7864,-21.5488,-0.2196,0.2304,-0.1303
116076995,0.0190,-0.0146,-0.6781,0.1912,-0.1968,-0.0178,0.1615,-0.1665,0.0146,0.0146,-0.1175,-0.5030,-2.5050,8.2044,-0.6841,26.3230,-15.7538,-21.5518,-0.1837,0.2265,-0.1576
116081994,0.0156,-0.0136,-0.7055,0.2480,-0.2112,0.0660,0.0750,-0.1654,0.0139,0.0139,-0.1494,-0.4732,-2.4233,8.4133,-0.8280,26.3134,-15.7034,-21.5566,-0.1388,0.2218,-0.1587
116086994,0.0117,-0.0122,-0.7321,0.3018,-0.1483,0.1600,-0.0185,-0.1587,0.0129,0.0129,-0.2051,-0.4592,-2.4084,8.3601,-1.4039,26.2986,-15.6700,-21.5620,-0.1181,0.1891,-0.1598
116091994,0.0083,-0.0108,-0.7223,0.3161,-0.0765,0.2264,-0.0785,-0.1568,0.0114,0.0114,-0.2980,-0.4496,-2.0206,7.6337,-2.2009,26.2904,-15.6232,-21.5746,-0.0789,0.1500,-0.1535
116096995,0.0048,-0.0093,-0.7049,0.3503,-0.0914,0.2300,-0.1520,-0.1459,0.0096,0.0096,-0.3480,-0.3934,-1.5897,7.1733,-2.3833,26.2806,-15.5944,-21.5820,-0.0372,0.1309,-0.1521
116101994,0.0013,-0.0075,-0.7074,0.4129,-0.1250,0.2300,-0.2300,-0.1219,0.0073,0.0073,-0.4694,-0.2497,-1.2456,5.6680,-2.8515,26.2755,-15.5583,-21.6010,-0.0166,0.0944,-0.1487
116106994,-0.0022,-0.0053,-0.6927,0.4905,-0.1086,0.2300,-0.2300,-0.0768,0.0043,0.0043,-0.6074,-0.0450,-0.0927,4.3042,-2.5836,26.2727,-15.5410,-21.6115,0.0194,0.0546,-0.1400
116111994,-0.0057,-0.0026,-0.6689,0.5510,-0.0499,0.2300,-0.2300,-0.0278,0.0003,0.0003,-0.7931,0.2585,1.8953,2.3989,-1.3686,26.2800,-15.5248,-21.6212,0.0595,0.0335,-0.1169
116116995,-0.0090,0.0002,-0.6316,0.5800,-0.0294,0.2300,-0.2300,0.0133,-0.0029,-0.0029,-0.6457,0.4801,0.7041,1.1930,-0.0988,26.2872,-15.5200,-21.6216,0.0985,-0.0100,-0.0906
116121994,-0.0118,0.0029,-0.5162,0.5479,-0.1055,0.2300,-0.2300,0.0484,-0.0060,-0.0060,-0.6056,0.7330,0.6264,-1.5588,0.8213,26.2897,-15.5255,-21.6181,0.1362,-0.0434,-0.0442
