Time_us,Roll,Pitch,GyroX,GyroY,GyroZ,T1,T2,T3,PhiX,PhiY,PhiDX,PhiDY,motor_vel_1,motor_vel_2,motor_vel_3,motor_pos_1,motor_pos_2,motor_pos_3,motor_torq_1,motor_torq_2,motor_torq_3
61135436,0.0618,-0.0065,-0.0443,0.0144,0.0866,-0.2300,0.2300,0.2300,-0.0002,-0.0002,-0.0425,0.0130,-0.0094,0.0188,0.0022,6.8509,17.1723,-2.7029,0.0133,0.0023,0.0010
61136994,0.0616,-0.0062,-0.0513,0.0195,0.0842,-0.2300,0.2300,0.2300,-0.0003,-0.0003,-0.0515,0.0189,0.0038,0.0053,-0.0026,6.8509,17.1722,-2.7030,0.0003,0.0002,0.0001
61141994,0.0614,-0.0060,-0.0434,0.0195,0.0820,-0.2300,0.2300,0.2300,-0.0004,-0.0004,-0.0220,0.0085,-0.1416,0.1669,0.0259,6.8504,17.1726,-2.7029,-0.0190,0.0165,0.0113
61146994,0.0611,-0.0058,-0.0257,0.0177,0.0924,-0.2300,0.2300,0.2300,0.0006,0.0006,0.2032,-0.0064,-1.0335,1.6493,1.3880,6.8452,17.1808,-2.6963,-0.0577,0.0517,0.0452
61151994,0.0609,-0.0057,-0.0144,0.0137,0.0619,-0.2300,0.2300,0.2300,0.0020,0.0020,0.2791,0.0365,-1.3445,1.7508,2.1065,6.8389,17.1879,-2.6877,-0.0821,0.1025,0.0942
61156994,0.0609,-0.0055,-0.0403,0.0107,-0.0255,-0.2300,0.2300,0.2300,0.0032,0.0032,0.2360,0.0077,-1.2221,1.8477,1.8710,6.8339,17.1985,-2.6765,-0.1267,0.1237,0.1187
61161994,0.0606,-0.0056,-0.1060,0.0000,-0.1287,-0.2300,0.2300,0.2300,0.0042,0.0042,0.2118,-0.0174,-1.1193,2.4934,2.3609,6.8270,17.2084,-2.6674,-0.1700,0.1594,0.1540
61166994,0.0599,-0.0057,-0.1866,-0.0113,-0.1651,-0.2300,0.2300,0.2300,0.0054,0.0054,0.2305,-0.0053,-0.9415,3.5993,3.8344,6.8231,17.2289,-2.6463,-0.1923,0.1790,0.1890
61171995,0.0588,-0.0059,-0.2630,-0.0308,-0.2268,-0.2300,0.2300,0.2300,0.0064,0.0064,0.2048,-0.0013,-0.4529,4.4762,5.0731,6.8202,17.2466,-2.6261,-0.2336,0.2176,0.2088
61176994,0.0574,-0.0062,-0.3186,-0.0257,-0.3101,-0.2300,0.2300,0.2300,0.0079,0.0079,0.2975,0.1102,-0.2013,5.6599,7.7163,6.8194,17.2795,-2.5829,-0.2333,0.2187,0.2069
61181994,0.0559,-0.0065,-0.3378,-0.0144,-0.3666,-0.2300,0.2300,0.2300,0.0097,0.0097,0.3632,0.2283,-0.0147,6.0887,9.5674,6.8191,17.3038,-2.5449,-0.2315,0.2215,0.2047
61186994,0.0541,-0.0068,-0.4026,-0.0092,-0.4729,-0.2300,0.2300,0.2300,0.0122,0.0122,0.5015,0.3903,0.0249,7.3471,12.9357,6.8191,17.3468,-2.4708,-0.2301,0.2190,0.1992
61191994,0.0521,-0.0070,-0.4578,-0.0082,-0.5502,-0.2300,0.2300,0.2300,0.0152,0.0152,0.5961,0.4920,-0.0232,8.3050,15.2409,6.8190,17.3799,-2.4102,-0.2296,0.2171,0.1953
61196994,0.0496,-0.0072,-0.5241,-0.0052,-0.6128,-0.2300,0.2300,0.2074,0.0189,0.0189,0.7344,0.6183,0.0234,9.8149,18.4088,6.8192,17.4375,-2.3032,-0.2298,0.2173,0.1943
