Time_us,Roll,Pitch,GyroX,GyroY,GyroZ,T1,T2,T3,PhiX,PhiY,PhiDX,PhiDY,motor_vel_1,motor_vel_2,motor_vel_3,motor_pos_1,motor_pos_2,motor_pos_3
57892690,0.0076,-0.1077,-0.0131,0.0803,0.1239,0.0232,-0.0500,0.1500,-0.0001,0.0005,-0.0131,0.0803,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
57894375,0.0078,-0.1074,-0.0165,0.0822,0.1227,0.0225,-0.0500,0.1500,-0.0001,0.0007,-0.0164,0.0822,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
57899364,0.0080,-0.1071,-0.0192,0.0849,0.1236,0.0220,-0.0500,0.1500,-0.0002,0.0011,-0.0191,0.0849,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
57904364,0.0082,-0.1069,-0.0220,0.0840,0.1376,0.0212,-0.0500,0.1500,-0.0003,0.0015,-0.0219,0.0840,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
57909364,0.0083,-0.1066,-0.0208,0.0819,0.1486,0.0224,0.0200,0.1500,-0.0004,0.0019,-0.0207,0.0819,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
57914364,0.0085,-0.1064,-0.0244,0.0819,0.1312,0.0226,0.0200,0.1500,-0.0005,0.0025,-0.0109,0.1070,0.0000,0.0000,1.6951,0.0000,0.0000,0.0375
57919364,0.0085,-0.1062,-0.0312,0.0864,0.0915,0.0207,-0.1500,0.1500,-0.0005,0.0031,-0.0127,0.1208,0.0000,0.0000,2.3146,0.0000,0.0000,0.0573
57924364,0.0084,-0.1060,-0.0498,0.0800,0.0686,0.0113,-0.1500,0.1500,-0.0008,0.0037,-0.0454,0.1343,1.3463,-0.0559,3.6001,0.0293,-0.0012,0.1009
57929364,0.0084,-0.1055,-0.0583,0.0867,0.1245,0.0069,-0.1500,0.1500,-0.0010,0.0045,-0.0488,0.1583,1.5784,-0.0559,4.7660,0.0402,-0.0016,0.1412
57934364,0.0085,-0.1047,0.0079,0.1820,0.3887,0.0343,-0.1500,0.1500,-0.0009,0.0059,0.0309,0.2793,1.5784,-0.0559,6.4946,0.0496,-0.0018,0.2105
57939364,0.0089,-0.1037,0.0641,0.2343,0.4278,0.0612,-0.1500,0.1500,-0.0004,0.0077,0.0970,0.3506,1.5784,-0.0559,7.7782,0.0559,-0.0021,0.2646
57944364,0.0094,-0.1024,0.0947,0.2618,0.4696,0.0767,-0.1500,0.1500,0.0003,0.0097,0.1318,0.4064,2.1876,-0.0559,9.6871,0.0797,-0.0024,0.3554
57949364,0.0105,-0.1009,0.1075,0.2963,0.5127,0.0866,-0.1500,0.1500,0.0010,0.0120,0.1521,0.4663,2.1876,-0.4438,11.0132,0.0885,-0.0106,0.4232
57954364,0.0114,-0.0993,0.0932,0.3173,0.4684,0.0840,-0.1500,0.1500,0.0017,0.0147,0.1315,0.5370,2.8294,-1.8012,12.9919,0.1149,-0.0425,0.5344
57959364,0.0121,-0.0978,0.0519,0.3265,0.3688,0.0694,-0.1500,0.1500,0.0021,0.0177,0.0860,0.5852,3.1502,-3.0405,14.3774,0.1338,-0.0804,0.6168
57964364,0.0123,-0.0962,0.0061,0.3491,0.3139,0.0497,-0.1500,0.1500,0.0023,0.0209,0.0293,0.6445,4.4003,-3.5906,16.3038,0.1814,-0.1038,0.7472
57969364,0.0125,-0.0945,-0.0235,0.3769,0.3496,0.0358,-0.1500,0.1369,0.0022,0.0244,-0.0167,0.7146,4.9638,-5.4254,17.3069,0.2122,-0.1674,0.8344
57974364,0.0128,-0.0926,-0.0076,0.4200,0.3670,0.0414,-0.1500,0.1085,0.0020,0.0284,-0.0314,0.7887,6.8375,-6.3223,18.5076,0.2853,-0.2091,0.9660
57979364,0.0130,-0.0903,0.0388,0.4731,0.4034,0.0605,-0.1431,0.0671,0.0020,0.0328,-0.0091,0.8816,7.5574,-8.3621,19.1292,0.3280,-0.2939,1.0538
57984364,0.0130,-0.0877,-0.0495,0.4783,0.3899,0.0205,-0.1098,0.0744,0.0014,0.0374,-0.1112,0.9189,8.1992,-9.6284,20.0162,0.3878,-0.3552,1.1892
57989364,0.0127,-0.0854,-0.1255,0.4847,0.3227,-0.0500,-0.0779,0.0804,0.0004,0.0422,-0.2065,0.9594,8.5753,-11.5819,20.3390,0.4292,-0.4581,1.2766
57994364,0.0118,-0.0829,-0.2431,0.5217,0.2641,-0.0500,-0.0299,0.0785,-0.0005,0.0473,-0.1790,1.0267,9.2365,-13.0026,20.9018,0.4956,-0.5355,1.4118
57999364,0.0103,-0.0803,-0.3479,0.5586,0.1529,-0.0500,0.0500,0.0813,-0.0020,0.0528,-0.2954,1.0941,9.3832,-14.7688,21.1658,0.5357,-0.6538,1.5011
58004364,0.0083,-0.0775,-0.4218,0.5941,0.0643,-0.0500,0.0500,0.0896,-0.0032,0.0574,-0.2469,0.9124,8.9402,-15.6621,21.4226,0.5825,-0.7326,1.6340
58009364,0.0063,-0.0745,-0.4569,0.6154,0.1086,0.0200,0.0500,0.0820,-0.0046,0.0620,-0.2807,0.9356,8.9402,-16.7439,21.5238,0.6182,-0.8522,1.7219
58014364,0.0039,-0.0714,-0.4676,0.6200,0.1917,0.0200,0.0500,0.0752,-0.0061,0.0667,-0.2905,0.9412,6.8009,-17.2137,21.5723,0.6231,-0.9297,1.8521
58019364,0.0014,-0.0682,-0.4930,0.6261,0.1679,-0.1500,-0.0200,0.0769,-0.0082,0.0715,-0.4237,0.9459,6.1057,-17.0986,21.4615,0.6343,-1.0306,1.9359
58024364,-0.0010,-0.0651,-0.4786,0.6536,0.2073,-0.1500,-0.0200,0.0567,-0.0102,0.0763,-0.3995,0.9715,5.4944,-16.4463,21.3028,0.6581,-1.0850,2.0611
58029364,-0.0029,-0.0613,-0.3687,0.7810,0.3545,-0.1500,0.1500,-0.0500,-0.0122,0.0829,-0.3968,1.3206,4.5070,-15.0362,21.1397,0.6584,-1.1516,2.1428
58034364,-0.0044,-0.0573,-0.2996,0.8198,0.4324,-0.1500,0.1500,-0.0500,-0.0145,0.0881,-0.4735,1.0292,3.3314,-14.0626,21.0818,0.6583,-1.1906,2.2685
58039364,-0.0058,-0.0531,-0.2877,0.8335,0.4577,-0.1500,0.1500,-0.0500,-0.0167,0.0932,-0.4399,1.0224,2.7202,-12.6909,20.9811,0.6582,-1.2427,2.3506
58044364,-0.0068,-0.0488,-0.2560,0.8402,0.3557,-0.1500,0.1500,-0.0500,-0.0186,0.0982,-0.3837,1.0066,2.0149,-11.1807,20.6154,0.6582,-1.2608,2.4683
58049364,-0.0079,-0.0447,-0.2089,0.8467,0.2900,-0.1366,0.1500,0.0200,-0.0202,0.1032,-0.3193,0.9931,1.6387,-9.8494,20.1324,0.6581,-1.2986,2.5403
58054364,-0.0089,-0.0406,-0.1753,0.8552,0.3685,-0.1228,0.1500,0.0200,-0.0214,0.1081,-0.2380,0.9785,-0.3744,-8.2980,18.9215,0.6230,-1.3040,2.6337
58059364,-0.0095,-0.0364,-0.0996,0.8613,0.3814,-0.0784,0.1500,-0.1500,-0.0214,0.1142,0.0116,1.2173,-0.6512,-5.9710,17.8568,0.6159,-1.3004,2.6861
58064364,-0.0095,-0.0320,0.0107,0.8842,0.3285,-0.0256,0.1500,-0.1500,-0.0205,0.1201,0.1667,1.1952,-3.2125,-4.4681,16.3558,0.5530,-1.2912,2.7593
58069364,-0.0089,-0.0275,0.1381,0.9117,0.2482,0.0500,0.1500,-0.1500,-0.0189,0.1260,0.3284,1.1735,-4.6238,-2.2494,15.2781,0.5093,-1.2680,2.8011
58074364,-0.0082,-0.0231,0.1802,0.9096,0.2454,0.0500,0.1500,-0.1500,-0.0174,0.1317,0.2957,1.1301,-6.1865,-0.5504,14.1921,0.4466,-1.2397,2.8673
58079364,-0.0068,-0.0184,0.2321,0.9114,0.3145,0.0500,0.1500,-0.1500,-0.0156,0.1370,0.3589,1.0681,-7.0329,2.2275,12.6969,0.4033,-1.1797,2.8914
58084364,-0.0057,-0.0139,0.2373,0.8827,0.3444,0.0500,0.1500,-0.1500,-0.0138,0.1419,0.3663,0.9867,-7.6212,4.0960,11.0369,0.3470,-1.1297,2.9309
58089364,-0.0043,-0.0099,0.2902,0.7825,0.3743,-0.0200,0.1500,-0.1500,-0.0116,0.1461,0.4295,0.8312,-8.0642,6.5312,9.7675,0.3065,-1.0495,2.9468
58094364,-0.0026,-0.0063,0.3467,0.7043,0.4397,-0.0200,0.1500,-0.1500,-0.0093,0.1496,0.4782,0.6934,-7.3678,8.0506,7.3010,0.2737,-0.9896,2.9493
58099364,-0.0005,-0.0027,0.4297,0.7040,0.4134,0.1500,0.1467,-0.1500,-0.0058,0.1527,0.6920,0.6325,-7.0985,10.5389,5.7387,0.2497,-0.8842,2.9443
