Time_us,Roll,Pitch,GyroX,GyroY,GyroZ,T1,T2,T3,PhiX,PhiY,PhiDX,PhiDY,motor_vel_1,motor_vel_2,motor_vel_3,motor_pos_1,motor_pos_2,motor_pos_3
125981051,0.0258,-0.0039,-0.0073,0.0003,-0.0050,0.0500,-0.0500,-0.0372,-0.0000,0.0000,-0.0073,0.0003,0.0000,0.0000,0.0000,15.4475,15.1703,10.0000
125984364,0.0256,-0.0040,-0.0049,-0.0012,-0.0004,0.0500,-0.0500,-0.0367,-0.0001,-0.0000,-0.0049,-0.0012,0.0000,0.0000,0.0000,15.4475,15.1703,10.0000
125989364,0.0254,-0.0040,-0.0031,-0.0043,0.0048,0.0500,-0.0500,-0.0360,-0.0001,-0.0000,-0.0031,-0.0043,0.0000,0.0000,0.0000,15.4475,15.1703,10.0000
125994364,0.0253,-0.0040,-0.0009,-0.0031,0.0093,0.0500,-0.0500,-0.0363,-0.0001,-0.0000,-0.0009,-0.0031,0.0000,0.0000,0.0000,15.4475,15.1703,10.0000
125999364,0.0251,-0.0040,0.0003,-0.0046,0.0155,-0.0200,0.0200,-0.0358,-0.0001,-0.0001,0.0003,-0.0046,0.0000,0.0000,0.0000,15.4475,15.1703,10.0000
126004364,0.0251,-0.0039,0.0018,-0.0031,0.0237,-0.0200,0.0200,-0.0366,-0.0001,-0.0001,0.0018,-0.0031,0.0563,-1.9254,0.0000,15.4488,15.1277,10.0000
126009364,0.0253,-0.0037,0.0226,0.0073,0.0203,0.1056,-0.0626,-0.0437,-0.0001,0.0001,0.0037,0.0372,0.0563,-2.0355,-0.0552,15.4491,15.1174,9.9989
126014364,0.0252,-0.0037,0.0098,-0.0049,0.0188,0.1013,-0.0621,-0.0399,-0.0001,0.0003,-0.0175,0.0396,0.0563,-3.0091,-0.0552,15.4494,15.0845,9.9986
126019364,0.0253,-0.0039,-0.0272,-0.0370,0.0301,0.0922,-0.0653,-0.0280,-0.0004,0.0003,-0.0549,0.0083,0.0563,-3.0578,-0.0552,15.4497,15.0713,9.9983
126024364,0.0251,-0.0042,-0.0748,-0.0415,-0.0062,0.0789,-0.0599,-0.0188,-0.0010,0.0004,-0.1174,0.0036,0.9180,-3.0578,-0.0552,15.4680,15.0530,9.9980
126029364,0.0248,-0.0045,-0.1069,-0.0489,-0.0346,0.0683,-0.0571,-0.0099,-0.0019,0.0003,-0.1713,-0.0064,2.2644,-2.8995,-0.0552,15.5063,15.0442,9.9978
126034364,0.0241,-0.0050,-0.1286,-0.0382,-0.0349,0.0585,-0.0534,-0.0038,-0.0029,0.0002,-0.2110,-0.0266,2.2644,-2.8995,-2.1527,15.5153,15.0268,9.9496
126039364,0.0232,-0.0053,-0.1533,-0.0360,-0.0297,0.0482,-0.0491,0.0020,-0.0041,0.0001,-0.2423,-0.0229,2.5893,-3.0114,-2.1527,15.5357,15.0130,9.9410
126044364,0.0226,-0.0057,-0.1677,-0.0241,0.0139,0.0410,-0.0443,0.0500,-0.0054,0.0001,-0.2610,-0.0034,2.5893,-3.5147,-2.1527,15.5460,14.9822,9.9281
126049364,0.0218,-0.0058,-0.1976,0.0073,0.0457,0.0310,-0.0308,0.0500,-0.0068,0.0004,-0.2774,0.0686,2.5893,-4.0965,-2.1527,15.5616,14.9557,9.9195
126054364,0.0205,-0.0056,-0.2850,0.0715,0.0301,0.0036,-0.0021,0.0500,-0.0087,0.0011,-0.3732,0.1358,2.9770,-4.3031,-1.7621,15.5808,14.9270,9.9152
126059364,0.0190,-0.0053,-0.3073,0.1072,0.0631,-0.0500,0.0500,0.0500,-0.0107,0.0020,-0.3973,0.1746,2.9770,-4.5096,-1.4203,15.5987,14.9048,9.9157
126064364,0.0174,-0.0048,-0.3125,0.1500,0.0894,-0.0500,0.0500,-0.0200,-0.0122,0.0027,-0.3125,0.1500,2.9770,-4.5646,-1.0786,15.6106,14.8767,9.9151
126069364,0.0159,-0.0042,-0.3198,0.1796,0.0781,-0.0500,0.0500,-0.0200,-0.0138,0.0036,-0.3198,0.1796,2.7095,-4.6196,-0.8833,15.6229,14.8571,9.9152
126074364,0.0143,-0.0031,-0.3320,0.1912,0.0491,-0.0500,0.0500,-0.0500,-0.0155,0.0046,-0.3239,0.2052,2.2282,-4.4249,0.9439,15.6231,14.8334,9.9520
126079364,0.0126,-0.0020,-0.3341,0.1918,0.0634,0.0200,-0.0200,-0.0500,-0.0171,0.0056,-0.3341,0.1918,1.6399,-3.5973,0.9439,15.6229,14.8339,9.9558
126084364,0.0110,-0.0011,-0.2966,0.1713,0.1169,0.0200,-0.0200,-0.0500,-0.0186,0.0065,-0.2966,0.1713,1.3190,-2.6724,0.9439,15.6224,14.8337,9.9614
126089364,0.0098,-0.0003,-0.2135,0.1506,0.1783,-0.0185,0.0398,-0.0500,-0.0198,0.0074,-0.2361,0.1833,0.2191,-2.1856,0.9439,15.6067,14.8337,9.9652
126094364,0.0090,0.0004,-0.1274,0.1445,0.1847,0.0500,0.0291,0.0200,-0.0204,0.0082,-0.1129,0.1608,-1.3844,-1.0873,0.9439,15.5720,14.8447,9.9709
126099364,0.0085,0.0008,-0.0635,0.0812,0.1532,0.0500,0.0088,0.0200,-0.0206,0.0085,-0.0588,0.0730,-1.3844,0.5501,0.9439,15.5637,14.8767,9.9746
