Time_us,Roll,Pitch,GyroX,GyroY,GyroZ,T1,T2,T3,PhiX,PhiY,PhiDX,PhiDY,motor_vel_1,motor_vel_2,motor_vel_3,motor_pos_1,motor_pos_2,motor_pos_3
96447052,0.0276,0.0328,-0.0015,-0.0321,0.0607,0.1099,0.0528,-0.0400,-0.0000,-0.0002,-0.0015,-0.0321,0.0000,0.0000,0.0000,0.0240,0.0000,0.0000
96450365,0.0276,0.0324,0.0009,-0.0367,0.0552,0.1102,0.0505,-0.1629,-0.0000,-0.0003,0.0009,-0.0367,0.0000,0.0000,0.0000,0.0240,0.0000,0.0000
96455365,0.0276,0.0319,0.0024,-0.0321,0.0552,0.1105,0.0497,-0.1623,0.0000,-0.0005,0.0024,-0.0321,0.0000,0.0000,0.0000,0.0240,0.0000,0.0000
96460365,0.0276,0.0316,0.0092,-0.0278,0.0512,0.1119,0.0484,-0.1623,0.0001,-0.0006,0.0092,-0.0278,0.0000,0.0000,0.0000,0.0240,0.0000,0.0000
96465365,0.0277,0.0312,0.0116,-0.0220,0.0408,0.1127,0.0479,-0.1621,0.0001,-0.0007,0.0116,-0.0220,0.0000,0.0000,0.0000,0.0240,0.0000,0.0000
96470365,0.0278,0.0309,0.0113,-0.0189,0.0078,0.1138,0.0452,-0.1593,0.0002,-0.0010,0.0137,-0.0494,0.0000,1.1607,-0.8826,0.0240,0.0263,-0.0185
96475365,0.0281,0.0308,0.0110,-0.0235,-0.0435,0.1154,0.0442,-0.1580,0.0002,-0.0013,0.0115,-0.0557,0.0535,1.1607,-0.9930,0.0253,0.0310,-0.0266
96480365,0.0284,0.0307,0.0272,-0.0312,-0.0933,0.1182,0.0400,-0.1546,0.0002,-0.0018,0.0009,-0.0975,1.5582,2.2316,-2.1990,0.0586,0.0610,-0.0564
96485365,0.0284,0.0306,0.0000,-0.0388,-0.0649,0.1098,0.0405,-0.1477,-0.0001,-0.0024,-0.0654,-0.1311,2.9481,2.2316,-3.9469,0.0948,0.0700,-0.1106
96490365,0.0283,0.0299,-0.0593,-0.1457,0.1169,0.0939,0.0236,-0.1220,-0.0009,-0.0038,-0.1557,-0.2704,4.6814,3.2219,-5.1099,0.1512,0.1047,-0.1527
96495365,0.0277,0.0287,-0.1402,-0.2572,0.0765,0.0745,0.0103,-0.0878,-0.0022,-0.0058,-0.2759,-0.4125,5.9242,3.2219,-7.1761,0.1972,0.1176,-0.2303
96500365,0.0269,0.0271,-0.1371,-0.3399,0.0344,0.0694,-0.0400,-0.0648,-0.0038,-0.0084,-0.3126,-0.5110,7.8245,3.3251,-8.1139,0.2764,0.1390,-0.2799
96505365,0.0262,0.0249,-0.1258,-0.4322,-0.0499,0.0667,-0.0271,-0.0378,-0.0055,-0.0115,-0.3347,-0.6312,9.1309,3.6349,-9.6852,0.3363,0.1596,-0.3651
96510365,0.0256,0.0225,-0.0883,-0.4856,-0.0951,0.0691,-0.0450,-0.0204,-0.0071,-0.0150,-0.3321,-0.6971,10.7485,3.6349,-10.5097,0.4278,0.1814,-0.4226
96515365,0.0253,0.0198,-0.0922,-0.4951,0.0026,0.0639,-0.0556,-0.0084,-0.0090,-0.0186,-0.3651,-0.7168,11.5433,3.1017,-11.7431,0.4885,0.1845,-0.5141
96520365,0.0249,0.0171,-0.1194,-0.5379,0.0683,0.0543,-0.0678,0.0400,-0.0111,-0.0224,-0.4220,-0.7529,12.6675,2.2775,-12.1156,0.5838,0.1842,-0.5690
96525365,0.0244,0.0144,-0.1573,-0.5489,0.0335,0.0442,-0.0731,0.0277,-0.0135,-0.0262,-0.4786,-0.7618,13.4364,1.8897,-12.3663,0.6513,0.1848,-0.6474
96530365,0.0234,0.0115,-0.2211,-0.5260,-0.0062,0.0279,-0.0696,0.0419,-0.0163,-0.0298,-0.5580,-0.7239,13.9918,1.0403,-12.2095,0.7447,0.1774,-0.6937
96535365,0.0222,0.0088,-0.2611,-0.4914,0.0872,0.0135,-0.0660,0.0492,-0.0193,-0.0331,-0.6131,-0.6580,14.3532,-0.5164,-11.6691,0.8085,0.1474,-0.7546
96540365,0.0206,0.0065,-0.3259,-0.4322,0.1950,-0.0400,-0.0566,0.0546,-0.0227,-0.0360,-0.6739,-0.5841,14.5668,-0.5714,-10.7313,0.8996,0.1432,-0.7810
96545365,0.0190,0.0042,-0.3647,-0.4059,0.1306,-0.0188,-0.0495,0.0632,-0.0263,-0.0386,-0.7176,-0.5150,14.5204,-2.3318,-9.6301,0.9569,0.1023,-0.8220
96550365,0.0171,0.0021,-0.4133,-0.3812,-0.0297,-0.0315,-0.0413,0.0740,-0.0300,-0.0409,-0.7446,-0.4566,13.8138,-2.9160,-7.9521,1.0282,0.0762,-0.8237
96555365,0.0149,0.0003,-0.4719,-0.3219,-0.0814,-0.0494,-0.0271,0.0796,-0.0340,-0.0428,-0.7904,-0.3771,13.1555,-3.5001,-7.1836,1.0698,0.0510,-0.8532
96560365,0.0123,-0.0011,-0.5321,-0.2236,0.0002,-0.0690,-0.0063,0.0752,-0.0380,-0.0440,-0.8168,-0.2510,11.5402,-4.0804,-5.9142,1.1130,0.0171,-0.8540
96565365,0.0095,-0.0020,-0.5861,-0.1408,0.1285,-0.0904,0.0400,0.0723,-0.0423,-0.0447,-0.8519,-0.1450,11.2170,-4.0804,-4.3518,1.1526,0.0007,-0.8534
96570365,0.0064,-0.0026,-0.6216,-0.0648,0.1514,-0.1054,0.0319,0.0678,-0.0465,-0.0450,-0.8357,-0.0448,8.6320,-4.4720,-3.1295,1.1606,-0.0323,-0.8444
96575365,0.0031,-0.0028,-0.6304,-0.0348,0.0329,-0.1152,0.0451,0.0688,-0.0505,-0.0449,-0.7981,0.0141,6.9087,-4.4720,-1.1893,1.1574,-0.0502,-0.8174
96580365,-0.0002,-0.0028,-0.6267,-0.0205,-0.0774,-0.1230,0.0528,0.0732,-0.0542,-0.0448,-0.7515,0.0229,4.8084,-3.8902,-0.9795,1.1499,-0.0646,-0.8176
96585365,-0.0030,-0.0030,-0.5376,-0.0168,0.0671,-0.1175,0.0480,0.0668,-0.0574,-0.0446,-0.6276,0.0394,3.9467,-3.1630,0.6068,1.1502,-0.0641,-0.7886
96590365,-0.0056,-0.0029,-0.4804,0.0373,0.1972,-0.1156,0.0535,0.0545,-0.0600,-0.0441,-0.5247,0.0936,2.1148,-2.3389,1.4343,1.1330,-0.0642,-0.7672
96595365,-0.0078,-0.0028,-0.4145,0.0632,0.1468,-0.1082,0.0563,0.0463,-0.0621,-0.0434,-0.4122,0.1333,0.3118,-1.9025,2.7904,1.1019,-0.0640,-0.7287
96600365,-0.0094,-0.0024,-0.2831,0.0837,0.0521,-0.0864,0.0509,0.0335,-0.0633,-0.0427,-0.2410,0.1430,-1.6457,-1.1865,2.7904,1.0581,-0.0596,-0.7175
96605365,-0.0106,-0.0020,-0.2132,0.0956,0.1062,-0.0759,0.0470,0.0248,-0.0639,-0.0420,-0.1262,0.1406,-2.9293,0.6153,3.6266,1.0231,-0.0251,-0.6803
96610365,-0.0113,-0.0016,-0.1045,0.0840,0.0952,-0.0568,0.0371,0.0161,-0.0638,-0.0414,0.0087,0.1281,-4.4244,0.6712,3.6266,0.9724,-0.0199,-0.6658
96615365,-0.0115,-0.0012,-0.0058,0.0974,0.0051,-0.0364,0.0314,0.0048,-0.0632,-0.0407,0.1354,0.1308,-5.3065,1.7791,4.0142,0.9360,0.0063,-0.6352
