Time_us,Roll,Pitch,GyroX,GyroY,GyroZ,T1,T2,T3,PhiX,PhiY,PhiDX,PhiDY
498325365,-0.0073,-0.0112,0.1943,-0.1613,0.0689,0.0386,-0.0866,0.0454,-0.1583,-0.1964,0.3869,-0.0557
498330365,-0.0061,-0.0119,0.2856,-0.1029,0.1217,0.0658,-0.0867,0.0163,-0.1559,-0.1962,0.4667,0.0484
498335365,-0.0043,-0.0122,0.3852,-0.0574,0.2335,0.0951,-0.0924,-0.0116,-0.1532,-0.1956,0.5424,0.1185
498340365,-0.0023,-0.0125,0.4313,-0.0538,0.1416,0.1139,-0.0976,-0.0217,-0.1504,-0.1948,0.5634,0.1565
498345364,-0.0000,-0.0130,0.4218,-0.0504,0.0695,0.1176,-0.0966,-0.0236,-0.1478,-0.1938,0.5149,0.1899
498350365,0.0020,-0.0131,0.3769,0.0150,0.0747,0.1118,-0.0785,-0.0362,-0.1456,-0.1925,0.4489,0.2684
498355364,0.0038,-0.0129,0.3216,0.0864,0.0888,0.1005,-0.0553,-0.0486,-0.1438,-0.1907,0.3523,0.3501
498360365,0.0056,-0.0123,0.3106,0.1472,0.0414,0.1008,-0.0395,-0.0629,-0.1423,-0.1887,0.2950,0.4037
498365365,0.0070,-0.0113,0.2816,0.1891,0.0332,0.0950,-0.0228,-0.0735,-0.1412,-0.1865,0.2208,0.4527
498370365,0.0082,-0.0103,0.2016,0.2327,0.0610,0.0766,-0.0007,-0.0783,-0.1406,-0.1840,0.1205,0.4996
498375365,0.0091,-0.0091,0.1222,0.2447,0.0307,0.0562,0.0150,-0.0724,-0.1406,-0.1815,0.0041,0.4904
498380365,0.0095,-0.0079,0.0345,0.2569,0.0604,0.0323,0.0322,-0.0668,-0.1412,-0.1791,-0.1082,0.4886
498385365,0.0093,-0.0065,-0.0819,0.3109,0.0591,-0.0025,0.0636,-0.0634,-0.1425,-0.1765,-0.2656,0.5039
498390365,0.0085,-0.0051,-0.1946,0.3109,0.0335,-0.0351,0.0825,-0.0487,-0.1444,-0.1742,-0.3841,0.4697
498395365,0.0077,-0.0034,-0.2080,0.3268,0.0567,-0.0436,0.0920,-0.0506,-0.1465,-0.1720,-0.4144,0.4396
498400365,0.0067,-0.0016,-0.2388,0.3372,0.1459,-0.0565,0.1040,-0.0531,-0.1487,-0.1698,-0.4420,0.4357
498405364,0.0055,0.0001,-0.2892,0.3387,0.2045,-0.0754,0.1153,-0.0477,-0.1512,-0.1678,-0.4966,0.3982
498410365,0.0040,0.0017,-0.3082,0.2975,0.1416,-0.0834,0.1151,-0.0371,-0.1536,-0.1661,-0.4936,0.3381
498415365,0.0023,0.0031,-0.3201,0.2511,0.0069,-0.0879,0.1107,-0.0231,-0.1560,-0.1649,-0.4683,0.2485
498420364,0.0006,0.0042,-0.3302,0.2077,-0.0893,-0.0934,0.1068,-0.0099,-0.1582,-0.1640,-0.4521,0.1709
498425365,-0.0009,0.0051,-0.3152,0.1432,-0.0349,-0.0943,0.0934,0.0022,-0.1603,-0.1636,-0.4139,0.0935
498430365,-0.0024,0.0053,-0.2761,0.0275,0.0872,-0.0894,0.0611,0.0250,-0.1621,-0.1638,-0.3540,-0.0506
498435365,-0.0033,0.0047,-0.1790,-0.1539,0.1172,-0.0640,0.0033,0.0561,-0.1631,-0.1651,-0.2110,-0.2472
498440365,-0.0040,0.0036,-0.1542,-0.2440,0.1224,-0.0573,-0.0247,0.0774,-0.1639,-0.1668,-0.1531,-0.3454
498445365,-0.0046,0.0021,-0.1481,-0.3018,0.1529,-0.0533,-0.0454,0.0929,-0.1644,-0.1688,-0.0923,-0.4034
498450365,-0.0053,0.0003,-0.1842,-0.3204,0.1648,-0.0646,-0.0494,0.1077,-0.1649,-0.1709,-0.1159,-0.4135
498455365,-0.0064,-0.0013,-0.1872,-0.3109,0.1166,-0.0657,-0.0512,0.1125,-0.1654,-0.1729,-0.0820,-0.4048
498460365,-0.0071,-0.0029,-0.1222,-0.2981,0.0381,-0.0489,-0.0597,0.1071,-0.1653,-0.1748,0.0031,-0.3799
498465365,-0.0074,-0.0046,-0.0223,-0.3103,-0.0762,-0.0205,-0.0769,0.1002,-0.1647,-0.1765,0.1245,-0.3506
498470365,-0.0074,-0.0064,0.0226,-0.3351,-0.1055,-0.0068,-0.0923,0.1032,-0.1638,-0.1783,0.1888,-0.3428
498475365,-0.0071,-0.0081,0.0367,-0.3635,0.1285,-0.0043,-0.1068,0.1062,-0.1627,-0.1799,0.2066,-0.3247
498480365,-0.0065,-0.0097,0.1319,-0.2734,0.0930,0.0235,-0.1031,0.0760,-0.1612,-0.1809,0.3050,-0.2103
498485365,-0.0056,-0.0108,0.2016,-0.1851,0.0478,0.0448,-0.0936,0.0470,-0.1594,-0.1814,0.3634,-0.0832
498490365,-0.0042,-0.0116,0.2825,-0.1051,0.0970,0.0700,-0.0895,0.0157,-0.1572,-0.1812,0.4382,0.0252
498495365,-0.0025,-0.0120,0.3842,-0.0660,0.2357,0.0979,-0.0955,-0.0115,-0.1547,-0.1807,0.4968,0.1040
498500365,-0.0004,-0.0121,0.4053,-0.0541,0.2372,0.1099,-0.0977,-0.0213,-0.1522,-0.1800,0.4992,0.1361
498505365,0.0018,-0.0127,0.3827,-0.0745,0.1123,0.1112,-0.1005,-0.0151,-0.1500,-0.1793,0.4486,0.1414
498510365,0.0036,-0.0133,0.3409,-0.0800,-0.0053,0.1072,-0.0992,-0.0078,-0.1481,-0.1786,0.3864,0.1395
498515365,0.0051,-0.0135,0.2627,-0.0131,-0.0490,0.0882,-0.0731,-0.0132,-0.1468,-0.1775,0.2525,0.2254
498520365,0.0064,-0.0133,0.2227,0.0803,-0.0145,0.0800,-0.0484,-0.0311,-0.1459,-0.1759,0.1870,0.3114
498525364,0.0070,-0.0126,0.1319,0.1796,0.0891,0.0531,-0.0110,-0.0456,-0.1456,-0.1738,0.0517,0.4245
498530365,0.0076,-0.0119,0.0739,0.1491,-0.0218,0.0391,-0.0072,-0.0310,-0.1458,-0.1719,-0.0362,0.3839
498535365,0.0077,-0.0113,-0.0150,0.1497,-0.0475,0.0137,0.0076,-0.0195,-0.1466,-0.1700,-0.1590,0.3760
498540365,0.0071,-0.0105,-0.1555,0.1793,-0.0062,-0.0273,0.0359,-0.0083,-0.1482,-0.1680,-0.3178,0.3962
498545365,0.0062,-0.0096,-0.2269,0.2334,-0.0175,-0.0510,0.0620,-0.0104,-0.1502,-0.1659,-0.4035,0.4338
498550365,0.0048,-0.0084,-0.2758,0.2926,-0.0322,-0.0689,0.0878,-0.0176,-0.1524,-0.1635,-0.4522,0.4801
498555365,0.0034,-0.0067,-0.3012,0.3268,-0.0285,-0.0796,0.1045,-0.0239,-0.1548,-0.1610,-0.4645,0.4892
498560365,0.0020,-0.0050,-0.3186,0.3024,-0.0181,-0.0893,0.1076,-0.0176,-0.1571,-0.1588,-0.4750,0.4450
498565365,0.0003,-0.0035,-0.3616,0.2773,-0.0078,-0.1053,0.1108,-0.0053,-0.1596,-0.1569,-0.4968,0.3693
498570364,-0.0016,-0.0025,-0.3958,0.1820,0.0014,-0.1200,0.0977,0.0223,-0.1622,-0.1557,-0.5136,0.2449
498575365,-0.0034,-0.0014,-0.3406,0.1952,0.0042,-0.1082,0.0967,0.0114,-0.1642,-0.1545,-0.4093,0.2380
498580365,-0.0050,-0.0005,-0.2828,0.1900,0.0878,-0.0973,0.0902,0.0037,-0.1658,-0.1535,-0.3175,0.2158
498585365,-0.0062,0.0002,-0.2343,0.1341,0.1715,-0.0861,0.0702,0.0093,-0.1669,-0.1528,-0.2192,0.1237
498590365,-0.0072,0.0008,-0.1848,0.0800,0.1395,-0.0745,0.0536,0.0155,-0.1677,-0.1525,-0.1487,0.0581
498595365,-0.0080,0.0009,-0.1384,0.0195,0.1095,-0.0629,0.0343,0.0245,-0.1681,-0.1526,-0.0779,-0.0155
498600365,-0.0085,0.0007,-0.0739,-0.0608,0.0637,-0.0448,0.0053,0.0370,-0.1680,-0.1532,0.0175,-0.1179
498605365,-0.0086,-0.0000,0.0134,-0.1426,0.0362,-0.0199,-0.0278,0.0463,-0.1673,-0.1542,0.1273,-0.2045
498610365,-0.0084,-0.0008,0.0388,-0.1826,0.0597,-0.0116,-0.0449,0.0542,-0.1665,-0.1555,0.1663,-0.2552
498615365,-0.0078,-0.0016,0.0696,-0.1692,0.0506,0.0012,-0.0487,0.0456,-0.1654,-0.1566,0.2248,-0.2141
498620365,-0.0074,-0.0029,0.1075,-0.2083,-0.0313,0.0145,-0.0667,0.0534,-0.1640,-0.1578,0.2708,-0.2517
498625365,-0.0068,-0.0041,0.1497,-0.2410,-0.0676,0.0287,-0.0835,0.0574,-0.1624,-0.1592,0.3183,-0.2687
498630365,-0.0059,-0.0054,0.2062,-0.2596,-0.0527,0.0460,-0.0993,0.0553,-0.1606,-0.1605,0.3661,-0.2675
498635365,-0.0045,-0.0071,0.2413,-0.3076,-0.0096,0.0569,-0.1197,0.0631,-0.1588,-0.1619,0.3659,-0.2824
498640365,-0.0031,-0.0089,0.2486,-0.3146,0.0494,0.0633,-0.1301,0.0649,-0.1569,-0.1633,0.3737,-0.2688
498645365,-0.0019,-0.0104,0.2593,-0.2459,0.0552,0.0689,-0.1198,0.0488,-0.1551,-0.1641,0.3604,-0.1659
498650365,-0.0005,-0.0113,0.2657,-0.1326,0.1208,0.0726,-0.0985,0.0213,-0.1534,-0.1642,0.3397,-0.0290
498655365,0.0010,-0.0120,0.2905,-0.0782,0.2369,0.0780,-0.0900,0.0030,-0.1519,-0.1639,0.3033,0.0677
498660365,0.0024,-0.0121,0.2883,-0.0510,0.2198,0.0823,-0.0845,-0.0063,-0.1504,-0.1633,0.2916,0.1165
498665365,0.0036,-0.0121,0.1891,0.0137,0.0405,0.0601,-0.0533,-0.0083,-0.1496,-0.1623,0.1568,0.2069
498670365,0.0043,-0.0120,0.0950,0.0638,-0.1040,0.0372,-0.0263,-0.0070,-0.1495,-0.1609,0.0336,0.2705
498675365,0.0046,-0.0114,0.0382,0.1494,-0.1214,0.0210,0.0044,-0.0207,-0.1498,-0.1591,-0.0560,0.3703
498680364,0.0046,-0.0105,0.0144,0.2236,-0.0117,0.0105,0.0269,-0.0370,-0.1503,-0.1569,-0.1116,0.4395
498685365,0.0048,-0.0093,-0.0079,0.2489,0.0793,0.0032,0.0381,-0.0443,-0.1510,-0.1546,-0.1454,0.4552
498690365,0.0047,-0.0081,-0.0541,0.2385,0.0600,-0.0104,0.0461,-0.0380,-0.1521,-0.1524,-0.2095,0.4362
498695365,0.0042,-0.0071,-0.1524,0.2199,0.0127,-0.0374,0.0582,-0.0213,-0.1536,-0.1504,-0.3056,0.3975
498700365,0.0030,-0.0060,-0.2801,0.2321,-0.0206,-0.0736,0.0813,-0.0069,-0.1557,-0.1485,-0.4187,0.3847
498705365,0.0013,-0.0049,-0.3769,0.2782,-0.0139,-0.1053,0.1097,-0.0039,-0.1583,-0.1465,-0.5099,0.4102
498710365,-0.0009,-0.0034,-0.4093,0.3378,0.0124,-0.1213,0.1326,-0.0118,-0.1609,-0.1443,-0.5285,0.4280
498715365,-0.0028,-0.0019,-0.3445,0.2932,-0.0016,-0.1090,0.1192,-0.0102,-0.1631,-0.1426,-0.4377,0.3517
498720365,-0.0043,-0.0007,-0.2929,0.2046,-0.0035,-0.0982,0.0961,0.0023,-0.1648,-0.1414,-0.3514,0.2423
498725365,-0.0059,0.0002,-0.3082,0.1579,0.0045,-0.1044,0.0891,0.0151,-0.1664,-0.1405,-0.3187,0.1655
498730365,-0.0073,0.0007,-0.3207,0.1289,0.0145,-0.1102,0.0850,0.0246,-0.1679,-0.1400,-0.2977,0.1106
498735365,-0.0088,0.0012,-0.2801,0.0834,-0.0148,-0.1012,0.0708,0.0309,-0.1690,-0.1398,-0.2139,0.0440
498740365,-0.0101,0.0015,-0.2492,0.0312,-0.0740,-0.0948,0.0565,0.0412,-0.1698,-0.1399,-0.1525,-0.0248
498745365,-0.0111,0.0012,-0.1765,-0.0562,-0.0218,-0.0775,0.0247,0.0537,-0.1700,-0.1406,-0.0483,-0.1345
498750365,-0.0117,0.0006,-0.1020,-0.1460,0.0323,-0.0589,-0.0085,0.0661,-0.1698,-0.1417,0.0493,-0.2294
498755365,-0.0117,-0.0006,-0.0281,-0.2013,0.0310,-0.0366,-0.0368,0.0723,-0.1690,-0.1432,0.1564,-0.2930
498760365,-0.0118,-0.0018,-0.0351,-0.1781,0.0164,-0.0363,-0.0343,0.0700,-0.1681,-0.1445,0.1781,-0.2566
498765365,-0.0120,-0.0027,-0.0006,-0.1610,0.0182,-0.0254,-0.0382,0.0629,-0.1669,-0.1456,0.2406,-0.2287
498770365,-0.0120,-0.0037,0.0379,-0.2080,0.0072,-0.0140,-0.0572,0.0710,-0.1654,-0.1469,0.2903,-0.2695
498775365,-0.0116,-0.0051,0.0816,-0.2966,0.0185,-0.0012,-0.0855,0.0860,-0.1637,-0.1485,0.3387,-0.3168
498780365,-0.0111,-0.0066,0.1210,-0.3308,0.0588,0.0102,-0.1035,0.0910,-0.1619,-0.1502,0.3735,-0.3329
498785364,-0.0102,-0.0084,0.1753,-0.3033,0.0206,0.0279,-0.1087,0.0800,-0.1598,-0.1515,0.4224,-0.2713
498790365,-0.0092,-0.0098,0.2190,-0.2321,-0.0084,0.0420,-0.1030,0.0613,-0.1575,-0.1525,0.4455,-0.1900
498795365,-0.0080,-0.0108,0.2535,-0.1497,-0.0307,0.0541,-0.0895,0.0366,-0.1552,-0.1528,0.4612,-0.0604
498800365,-0.0066,-0.0113,0.3195,-0.0770,0.1309,0.0722,-0.0851,0.0079,-0.1527,-0.1526,0.4961,0.0374
498805365,-0.0043,-0.0116,0.4087,-0.0544,0.1049,0.1004,-0.0914,-0.0130,-0.1501,-0.1521,0.5368,0.1003
498810365,-0.0024,-0.0121,0.3852,-0.0531,0.0326,0.1007,-0.0905,-0.0115,-0.1476,-0.1515,0.4933,0.1163
498815365,-0.0004,-0.0124,0.3680,-0.0070,0.0414,0.1009,-0.0787,-0.0238,-0.1454,-0.1506,0.4418,0.1946
498820365,0.0014,-0.0122,0.3225,0.0806,0.0326,0.0941,-0.0539,-0.0415,-0.1435,-0.1491,0.3769,0.2930
498825365,0.0029,-0.0116,0.2697,0.1597,-0.0389,0.0817,-0.0266,-0.0537,-0.1422,-0.1472,0.2633,0.3692
498830364,0.0044,-0.0107,0.2450,0.1921,-0.1095,0.0790,-0.0127,-0.0620,-0.1411,-0.1452,0.2068,0.4117
498835365,0.0055,-0.0095,0.2309,0.2098,-0.1006,0.0761,-0.0035,-0.0687,-0.1404,-0.1430,0.1544,0.4299
498840365,0.0066,-0.0086,0.1817,0.2046,-0.0178,0.0644,0.0020,-0.0657,-0.1400,-0.1410,0.0814,0.4152
498845365,0.0074,-0.0077,0.1103,0.1946,-0.0160,0.0459,0.0108,-0.0560,-0.1401,-0.1390,-0.0224,0.3907
498850365,0.0071,-0.0065,-0.1109,0.2700,-0.0527,-0.0144,0.0615,-0.0451,-0.1414,-0.1368,-0.2609,0.4499
498855365,0.0062,-0.0051,-0.2049,0.3067,-0.0383,-0.0445,0.0862,-0.0402,-0.1433,-0.1345,-0.3808,0.4455
498860365,0.0050,-0.0035,-0.2245,0.3118,-0.0096,-0.0541,0.0949,-0.0404,-0.1452,-0.1324,-0.3901,0.4262
498865365,0.0038,-0.0018,-0.2199,0.3216,0.0078,-0.0585,0.1041,-0.0459,-0.1472,-0.1303,-0.3963,0.4284
498870364,0.0027,-0.0002,-0.2275,0.2999,0.0063,-0.0649,0.1047,-0.0401,-0.1493,-0.1284,-0.4079,0.3651
498875365,0.0016,0.0012,-0.2560,0.2450,-0.0099,-0.0738,0.0995,-0.0253,-0.1513,-0.1270,-0.4063,0.2851
498880364,0.0002,0.0022,-0.2969,0.1765,-0.0725,-0.0872,0.0937,-0.0037,-0.1534,-0.1260,-0.4272,0.1962
498885365,-0.0014,0.0029,-0.3320,0.1240,-0.1498,-0.0987,0.0889,0.0155,-0.1556,-0.1255,-0.4271,0.1090
498890365,-0.0032,0.0034,-0.3360,0.0864,-0.1403,-0.1049,0.0832,0.0270,-0.1576,-0.1252,-0.4086,0.0494
498895365,-0.0048,0.0032,-0.3100,-0.0663,-0.0334,-0.1023,0.0435,0.0601,-0.1593,-0.1258,-0.3443,-0.1166
498900365,-0.0059,0.0026,-0.1979,-0.1390,0.0649,-0.0759,0.0098,0.0636,-0.1603,-0.1268,-0.2043,-0.1922
498905365,-0.0068,0.0017,-0.1744,-0.1998,0.1285,-0.0698,-0.0122,0.0771,-0.1610,-0.1281,-0.1347,-0.2669
498910364,-0.0075,0.0002,-0.1689,-0.2611,0.1330,-0.0683,-0.0317,0.0949,-0.1615,-0.1297,-0.0977,-0.3234
498915365,-0.0085,-0.0013,-0.1689,-0.2993,0.0680,-0.0676,-0.0441,0.1091,-0.1618,-0.1315,-0.0548,-0.3577
498920365,-0.0094,-0.0027,-0.1564,-0.2932,0.0203,-0.0654,-0.0466,0.1112,-0.1619,-0.1332,-0.0207,-0.3366
498925365,-0.0100,-0.0043,-0.0916,-0.2847,-0.0340,-0.0476,-0.0556,0.1045,-0.1615,-0.1347,0.0731,-0.3004
498930365,-0.0102,-0.0059,-0.0110,-0.2935,-0.1443,-0.0246,-0.0703,0.1004,-0.1607,-0.1361,0.1683,-0.2809
498935365,-0.0103,-0.0077,0.0180,-0.3522,-0.1919,-0.0148,-0.0910,0.1131,-0.1596,-0.1376,0.2194,-0.3056
498940365,-0.0099,-0.0095,0.0385,-0.3613,-0.0007,-0.0098,-0.1039,0.1137,-0.1584,-0.1391,0.2450,-0.2972
498945365,-0.0093,-0.0108,0.1387,-0.2214,-0.0013,0.0177,-0.0862,0.0686,-0.1567,-0.1397,0.3356,-0.1056
498950365,-0.0083,-0.0117,0.2230,-0.1292,-0.0374,0.0445,-0.0796,0.0365,-0.1546,-0.1396,0.4241,0.0038
498955365,-0.0068,-0.0122,0.3079,-0.0654,0.0045,0.0687,-0.0762,0.0073,-0.1522,-0.1391,0.4737,0.1159
498960365,-0.0049,-0.0123,0.3986,-0.0269,0.0976,0.0984,-0.0818,-0.0204,-0.1494,-0.1381,0.5615,0.1868
498965365,-0.0027,-0.0125,0.4267,-0.0067,0.0881,0.1117,-0.0824,-0.0327,-0.1466,-0.1369,0.5575,0.2364
498970365,-0.0005,-0.0129,0.3946,-0.0351,0.0023,0.1109,-0.0863,-0.0247,-0.1441,-0.1358,0.5046,0.2294
498975365,0.0014,-0.0132,0.3583,-0.0137,-0.0899,0.1063,-0.0779,-0.0250,-0.1419,-0.1345,0.4255,0.2573
498980365,0.0031,-0.0130,0.3088,0.0712,-0.1208,0.0969,-0.0522,-0.0400,-0.1403,-0.1328,0.3372,0.3504
498985365,0.0048,-0.0124,0.3063,0.1750,-0.0933,0.0997,-0.0287,-0.0674,-0.1387,-0.1305,0.3042,0.4497
498990364,0.0059,-0.0113,0.2501,0.2416,-0.0352,0.0848,-0.0040,-0.0794,-0.1377,-0.1279,0.2047,0.5150
498995365,0.0072,-0.0102,0.2016,0.2334,-0.1455,0.0752,0.0045,-0.0741,-0.1371,-0.1254,0.1221,0.5019
499000365,0.0078,-0.0091,0.0806,0.2419,-0.1568,0.0439,0.0246,-0.0626,-0.1372,-0.1230,-0.0231,0.4932
499005365,0.0077,-0.0080,-0.0605,0.2532,-0.1556,0.0048,0.0482,-0.0470,-0.1381,-0.1206,-0.1860,0.4735
499010365,0.0070,-0.0067,-0.1640,0.3021,-0.1632,-0.0265,0.0784,-0.0457,-0.1397,-0.1180,-0.3092,0.5093
499015365,0.0061,-0.0051,-0.2260,0.3531,-0.1522,-0.0470,0.1026,-0.0498,-0.1416,-0.1154,-0.3769,0.5254
499020364,0.0051,-0.0032,-0.2398,0.3848,-0.1321,-0.0557,0.1174,-0.0566,-0.1436,-0.1128,-0.4034,0.5206
499025365,0.0039,-0.0011,-0.2575,0.3769,-0.0875,-0.0647,0.1222,-0.0542,-0.1457,-0.1105,-0.4128,0.4635
499030365,0.0026,0.0007,-0.2782,0.3357,-0.0511,-0.0744,0.1205,-0.0441,-0.1477,-0.1085,-0.4183,0.3882
499035365,0.0012,0.0021,-0.2865,0.2663,-0.1470,-0.0780,0.1110,-0.0273,-0.1497,-0.1071,-0.3940,0.2880
499040365,-0.0003,0.0035,-0.2844,0.2404,-0.2420,-0.0804,0.1091,-0.0194,-0.1516,-0.1060,-0.3749,0.2171
499045365,-0.0018,0.0045,-0.2966,0.1713,-0.1803,-0.0878,0.0976,-0.0029,-0.1534,-0.1054,-0.3604,0.1260
499050365,-0.0030,0.0049,-0.2413,0.0666,-0.1281,-0.0771,0.0674,0.0146,-0.1548,-0.1054,-0.2864,0.0000
499055365,-0.0041,0.0048,-0.2001,-0.0480,-0.0701,-0.0665,0.0328,0.0363,-0.1558,-0.1061,-0.1928,-0.1388
499060365,-0.0050,0.0040,-0.1830,-0.1781,-0.0349,-0.0639,-0.0026,0.0678,-0.1565,-0.1075,-0.1512,-0.2878
499065365,-0.0056,0.0027,-0.1652,-0.2789,-0.0548,-0.0581,-0.0332,0.0935,-0.1570,-0.1095,-0.0962,-0.3989
499070365,-0.0062,0.0010,-0.1542,-0.3253,-0.0487,-0.0562,-0.0497,0.1077,-0.1574,-0.1117,-0.0710,-0.4366
499075365,-0.0071,-0.0006,-0.1552,-0.3213,-0.0267,-0.0569,-0.0530,0.1110,-0.1575,-0.1138,-0.0330,-0.4161
499080365,-0.0081,-0.0023,-0.1564,-0.3244,-0.1269,-0.0580,-0.0555,0.1184,-0.1576,-0.1158,-0.0159,-0.4010
499085365,-0.0084,-0.0042,-0.0428,-0.3482,-0.2225,-0.0268,-0.0793,0.1146,-0.1570,-0.1178,0.1169,-0.4024
499090365,-0.0086,-0.0063,-0.0287,-0.3885,-0.2469,-0.0216,-0.0962,0.1273,-0.1563,-0.1199,0.1534,-0.4224
499095365,-0.0085,-0.0084,-0.0244,-0.4096,-0.1287,-0.0210,-0.1058,0.1318,-0.1555,-0.1218,0.1644,-0.3819
499100365,-0.0085,-0.0105,0.0275,-0.3830,-0.0737,-0.0087,-0.1112,0.1228,-0.1544,-0.1234,0.2085,-0.3188
499105365,-0.0081,-0.0122,0.1103,-0.2877,-0.1171,0.0145,-0.1028,0.0927,-0.1530,-0.1243,0.2844,-0.1829
499110365,-0.0072,-0.0133,0.1915,-0.1939,-0.1189,0.0385,-0.0952,0.0613,-0.1512,-0.1246,0.3590,-0.0605
499115365,-0.0058,-0.0142,0.2929,-0.1277,-0.0325,0.0673,-0.0955,0.0294,-0.1490,-0.1244,0.4373,0.0543
499120365,-0.0040,-0.0146,0.3705,-0.0944,0.0451,0.0915,-0.1005,0.0073,-0.1465,-0.1238,0.4922,0.1166
499125365,-0.0019,-0.0150,0.3848,-0.0699,-0.0096,0.1020,-0.0976,-0.0041,-0.1441,-0.1229,0.4811,0.1814
499130365,-0.0002,-0.0155,0.3122,-0.0605,-0.1974,0.0906,-0.0861,0.0032,-0.1422,-0.1218,0.3921,0.2121
499135365,0.0012,-0.0156,0.2456,0.0308,-0.2023,0.0758,-0.0561,-0.0119,-0.1407,-0.1202,0.2955,0.3314
499140365,0.0024,-0.0152,0.2034,0.1176,-0.1519,0.0660,-0.0302,-0.0299,-0.1396,-0.1180,0.2218,0.4295
499145365,0.0033,-0.0145,0.2095,0.1533,-0.1073,0.0676,-0.0209,-0.0426,-0.1386,-0.1156,0.1963,0.4737
499150365,0.0042,-0.0137,0.1445,0.1555,-0.0921,0.0515,-0.0098,-0.0381,-0.1381,-0.1132,0.1027,0.4782
499155365,0.0049,-0.0131,0.0959,0.1329,-0.1693,0.0397,-0.0058,-0.0275,-0.1380,-0.1110,0.0229,0.4528
499160365,0.0052,-0.0125,0.0162,0.1491,-0.1932,0.0176,0.0095,-0.0197,-0.1384,-0.1088,-0.0866,0.4442
499165365,0.0048,-0.0117,-0.1167,0.1885,-0.1626,-0.0192,0.0376,-0.0122,-0.1395,-0.1064,-0.2212,0.4669
499170365,0.0039,-0.0107,-0.2025,0.2471,-0.1586,-0.0464,0.0661,-0.0136,-0.1411,-0.1039,-0.3234,0.5024
499175364,0.0028,-0.0094,-0.2590,0.2990,-0.2371,-0.0651,0.0897,-0.0155,-0.1431,-0.1014,-0.3851,0.5112
499180365,0.0016,-0.0079,-0.2697,0.2755,-0.2426,-0.0720,0.0920,-0.0107,-0.1450,-0.0990,-0.3904,0.4768
499185364,0.0002,-0.0066,-0.3137,0.2624,-0.2106,-0.0866,0.0969,-0.0022,-0.1470,-0.0969,-0.4046,0.4212
499190365,-0.0013,-0.0054,-0.3525,0.2523,-0.1779,-0.1015,0.1032,0.0052,-0.1492,-0.0950,-0.4264,0.3813
499195365,-0.0030,-0.0041,-0.3534,0.2300,-0.1956,-0.1065,0.1027,0.0113,-0.1512,-0.0933,-0.4088,0.3254
499200365,-0.0048,-0.0030,-0.3302,0.2049,-0.2432,-0.1047,0.0992,0.0148,-0.1530,-0.0919,-0.3631,0.2807
499205365,-0.0064,-0.0020,-0.3100,0.1732,-0.2109,-0.1022,0.0901,0.0202,-0.1545,-0.0909,-0.2989,0.2053
499210365,-0.0078,-0.0014,-0.2514,0.1075,-0.1031,-0.0910,0.0685,0.0265,-0.1556,-0.0903,-0.2115,0.1253
499215365,-0.0089,-0.0011,-0.2214,0.0336,-0.0676,-0.0845,0.0463,0.0408,-0.1563,-0.0902,-0.1443,0.0179
499220365,-0.0099,-0.0014,-0.1735,-0.0589,-0.1144,-0.0731,0.0185,0.0590,-0.1567,-0.0906,-0.0717,-0.0907
499225365,-0.0103,-0.0018,-0.0605,-0.1081,-0.1648,-0.0414,-0.0105,0.0582,-0.1563,-0.0914,0.0759,-0.1588
499230365,-0.0105,-0.0026,-0.0110,-0.1723,-0.1550,-0.0278,-0.0356,0.0693,-0.1556,-0.0926,0.1430,-0.2352
499235365,-0.0104,-0.0034,0.0046,-0.1927,-0.1070,-0.0218,-0.0473,0.0732,-0.1547,-0.0939,0.1812,-0.2606
499240365,-0.0102,-0.0047,0.0202,-0.1930,-0.1367,-0.0152,-0.0528,0.0732,-0.1536,-0.0951,0.2160,-0.2419
499245365,-0.0102,-0.0058,0.0400,-0.2181,-0.2032,-0.0081,-0.0626,0.0785,-0.1524,-0.0963,0.2464,-0.2405
499250365,-0.0100,-0.0071,0.0816,-0.2410,-0.2573,0.0043,-0.0751,0.0806,-0.1509,-0.0975,0.2873,-0.2359
499255365,-0.0096,-0.0085,0.1148,-0.2688,-0.2545,0.0131,-0.0881,0.0848,-0.1494,-0.0987,0.3047,-0.2339
499260365,-0.0087,-0.0098,0.1579,-0.2896,-0.1440,0.0263,-0.1046,0.0839,-0.1477,-0.0999,0.3477,-0.2380
499265365,-0.0078,-0.0113,0.2056,-0.2651,-0.1547,0.0412,-0.1089,0.0737,-0.1458,-0.1008,0.3800,-0.1800
499270365,-0.0065,-0.0119,0.2685,-0.0776,-0.1223,0.0598,-0.0760,0.0209,-0.1437,-0.1006,0.4156,0.0399
499275365,-0.0048,-0.0123,0.3348,-0.0116,-0.0136,0.0795,-0.0712,-0.0078,-0.1414,-0.0999,0.4529,0.1430
499280365,-0.0030,-0.0121,0.3797,0.0144,0.0371,0.0960,-0.0721,-0.0253,-0.1390,-0.0989,0.4782,0.1926
499285365,-0.0008,-0.0121,0.3879,0.0250,-0.0120,0.1053,-0.0709,-0.0339,-0.1367,-0.0977,0.4661,0.2371
499290365,0.0011,-0.0122,0.3555,0.0217,-0.0979,0.1042,-0.0686,-0.0319,-0.1346,-0.0965,0.4206,0.2494
499295365,0.0027,-0.0121,0.2920,0.0550,-0.2188,0.0909,-0.0511,-0.0314,-0.1331,-0.0950,0.3058,0.2919
