Time_us,Roll,Pitch,GyroX,GyroY,GyroZ,T1,T2,T3,PhiX,PhiY,PhiDX,PhiDY
495872051,0.0496,0.1452,0.0376,0.0119,0.2067,0.1978,0.2300,-0.2300,0.0002,0.0001,0.0372,0.0119
495875365,0.0497,0.1455,0.0376,0.0119,0.1984,0.1982,0.2300,-0.2300,0.0004,0.0001,0.0372,0.0119
495880364,0.0500,0.1456,0.0394,0.0116,0.1877,0.1998,0.2300,-0.2300,0.0006,0.0002,0.0390,0.0116
495885364,0.0499,0.1458,0.0415,0.0134,0.1954,0.2000,0.2300,-0.2300,0.0008,0.0002,0.0411,0.0134
495890365,0.0499,0.1457,0.0428,0.0153,0.2045,0.2000,0.2300,-0.2300,0.0010,0.0003,0.0428,0.0144
495895365,0.0502,0.1459,0.0473,0.0174,0.1911,0.2012,0.2300,-0.2300,0.0011,0.0004,0.0324,0.0155
495900365,0.0504,0.1462,0.0877,0.0397,0.1569,0.2126,0.2300,-0.2300,0.0015,0.0005,0.0667,0.0250
495905364,0.0508,0.1466,0.0666,0.0779,0.1761,0.2066,0.2300,-0.2300,0.0016,0.0005,0.0239,0.0055
495910365,0.0510,0.1470,0.0357,0.0712,0.3169,0.1949,0.2300,-0.2300,0.0014,0.0003,-0.0350,-0.0493
495915365,0.0507,0.1474,-0.0296,0.0202,0.4177,0.1721,0.2300,-0.2300,0.0007,-0.0005,-0.1366,-0.1683
495920365,0.0500,0.1473,-0.0806,-0.0556,0.4507,0.1527,0.2300,-0.2300,-0.0004,-0.0020,-0.2209,-0.3011
495925365,0.0493,0.1462,-0.0648,-0.2541,0.3157,0.1523,0.2300,-0.2300,-0.0016,-0.0049,-0.2496,-0.5787
495930365,0.0490,0.1445,0.0021,-0.3720,0.2745,0.1664,0.2300,-0.2300,-0.0027,-0.0087,-0.2142,-0.7453
495935364,0.0489,0.1424,0.0266,-0.4694,0.3071,0.1687,0.2300,-0.2300,-0.0038,-0.0132,-0.2283,-0.9098
495940364,0.0490,0.1401,0.0342,-0.4997,0.3664,0.1683,0.2251,-0.2300,-0.0050,-0.0181,-0.2408,-0.9803
495945364,0.0490,0.1376,0.0299,-0.4820,0.3835,0.1652,0.2189,-0.2300,-0.0064,-0.0231,-0.2685,-1.0040
495950365,0.0489,0.1351,0.0018,-0.4768,0.3853,0.1560,0.2146,-0.2300,-0.0079,-0.0282,-0.3097,-1.0197
495955365,0.0484,0.1328,-0.0104,-0.4404,0.4030,0.1499,0.2162,-0.2300,-0.0096,-0.0333,-0.3320,-1.0076
495960364,0.0480,0.1307,-0.0208,-0.4636,0.5197,0.1438,0.2042,-0.2300,-0.0113,-0.0385,-0.3452,-1.0402
495965364,0.0475,0.1284,-0.0348,-0.5296,0.5900,0.1370,0.1824,-0.2300,-0.0131,-0.0441,-0.3641,-1.1196
495970365,0.0469,0.1253,-0.0938,-0.6200,0.4574,0.1211,0.1617,-0.2300,-0.0152,-0.0501,-0.4236,-1.2147
495975365,0.0461,0.1220,-0.1387,-0.6209,0.4205,0.1065,0.1583,-0.2300,-0.0176,-0.0563,-0.4707,-1.2226
495980364,0.0450,0.1190,-0.1271,-0.6234,0.5173,0.1037,0.1468,-0.2300,-0.0199,-0.0624,-0.4622,-1.2281
495985365,0.0440,0.1160,-0.1191,-0.6405,0.5918,0.1008,0.1328,-0.2300,-0.0222,-0.0686,-0.4564,-1.2498
495990365,0.0433,0.1127,-0.1170,-0.6942,0.5573,0.0988,0.1111,-0.2300,-0.0245,-0.0752,-0.4561,-1.3074
495995364,0.0424,0.1091,-0.1463,-0.7746,0.4299,0.0892,0.0877,-0.1934,-0.0269,-0.0821,-0.4889,-1.3901
496000364,0.0412,0.1051,-0.1860,-0.8341,0.3313,0.0752,0.0696,-0.1575,-0.0296,-0.0894,-0.5301,-1.4519
496005365,0.0397,0.1008,-0.2147,-0.8729,0.3887,0.0611,0.0525,-0.1285,-0.0324,-0.0969,-0.5615,-1.4914
496010365,0.0385,0.0964,-0.1775,-0.9084,0.4498,0.0651,0.0266,-0.1090,-0.0350,-0.1045,-0.5255,-1.5260
496015365,0.0375,0.0919,-0.1268,-0.9303,0.3911,0.0754,0.0026,-0.0930,-0.0374,-0.1122,-0.4762,-1.5487
496020365,0.0368,0.0873,-0.1536,-0.9270,0.3762,0.0655,-0.0065,-0.0734,-0.0399,-0.1200,-0.5046,-1.5468
496025365,0.0358,0.0826,-0.1826,-0.9096,0.4211,0.0535,-0.0128,-0.0568,-0.0426,-0.1276,-0.5338,-1.5256
496030365,0.0345,0.0779,-0.2321,-0.9175,0.4782,0.0348,-0.0219,-0.0312,-0.0455,-0.1352,-0.5838,-1.5301
496035365,0.0330,0.0733,-0.2605,-0.9691,0.4684,0.0216,-0.0413,0.0017,-0.0486,-0.1431,-0.6158,-1.5691
496040365,0.0316,0.0683,-0.2786,-1.0290,0.4324,0.0115,-0.0647,0.0367,-0.0518,-0.1512,-0.6367,-1.6188
496045364,0.0302,0.0629,-0.2929,-1.0837,0.4110,0.0025,-0.0886,0.0704,-0.0550,-0.1594,-0.6536,-1.6519
496050365,0.0286,0.0573,-0.3335,-1.1047,0.4006,-0.0142,-0.1021,0.1010,-0.0585,-0.1677,-0.6950,-1.6544
496055365,0.0268,0.0516,-0.3662,-1.0971,0.4345,-0.0298,-0.1090,0.1221,-0.0621,-0.1757,-0.7242,-1.6069
496060365,0.0248,0.0461,-0.3784,-1.0715,0.4443,-0.0405,-0.1142,0.1376,-0.0658,-0.1835,-0.7339,-1.5510
496065365,0.0227,0.0406,-0.4026,-1.0586,0.4198,-0.0540,-0.1176,0.1555,-0.0695,-0.1909,-0.7491,-1.4758
496070364,0.0207,0.0348,-0.4078,-1.1295,0.4311,-0.0622,-0.1450,0.1907,-0.0733,-0.1983,-0.7449,-1.4931
496075364,0.0186,0.0291,-0.4459,-1.1652,0.4305,-0.0782,-0.1580,0.2198,-0.0771,-0.2056,-0.7595,-1.4487
496080365,0.0163,0.0232,-0.4670,-1.1243,0.3976,-0.0913,-0.1573,0.2300,-0.0809,-0.2124,-0.7689,-1.3582
496085365,0.0137,0.0178,-0.5030,-1.0379,0.3169,-0.1051,-0.1405,0.2300,-0.0847,-0.2183,-0.7566,-1.1822
496090364,0.0111,0.0129,-0.5385,-0.9264,0.2293,-0.1209,-0.1180,0.2300,-0.0885,-0.2234,-0.7629,-1.0190
496095365,0.0084,0.0088,-0.5370,-0.7746,0.2937,-0.1268,-0.0889,0.2044,-0.0920,-0.2273,-0.7049,-0.7800
496100365,0.0056,0.0055,-0.5424,-0.6234,0.3881,-0.1368,-0.0585,0.1804,-0.0954,-0.2302,-0.6723,-0.5749
496105365,0.0031,0.0027,-0.4777,-0.5165,0.4424,-0.1250,-0.0449,0.1529,-0.0981,-0.2321,-0.5498,-0.3932
496110364,0.0009,0.0006,-0.4291,-0.3787,0.4672,-0.1184,-0.0204,0.1209,-0.1005,-0.2331,-0.4687,-0.2034
496115365,-0.0012,-0.0012,-0.4044,-0.3091,0.4241,-0.1149,-0.0070,0.1056,-0.1024,-0.2335,-0.3935,-0.0741
496120365,-0.0031,-0.0026,-0.3470,-0.2462,0.4938,-0.1054,-0.0004,0.0869,-0.1040,-0.2334,-0.3071,0.0287
496125365,-0.0045,-0.0039,-0.2587,-0.2447,0.5142,-0.0852,-0.0109,0.0764,-0.1049,-0.2330,-0.1851,0.0839
496130365,-0.0055,-0.0052,-0.1622,-0.2275,0.4486,-0.0602,-0.0209,0.0639,-0.1052,-0.2323,-0.0583,0.1206
496135365,-0.0057,-0.0064,-0.0257,-0.2049,0.4446,-0.0221,-0.0366,0.0416,-0.1046,-0.2315,0.1154,0.1732
496140365,-0.0053,-0.0072,0.1038,-0.1155,0.4950,0.0147,-0.0372,0.0036,-0.1033,-0.2301,0.2646,0.2773
496145365,-0.0044,-0.0074,0.1817,-0.0027,0.5298,0.0386,-0.0242,-0.0348,-0.1015,-0.2281,0.3517,0.4026
496150365,-0.0033,-0.0072,0.2535,0.0889,0.5145,0.0628,-0.0139,-0.0686,-0.0994,-0.2256,0.4306,0.5017
496155365,-0.0017,-0.0071,0.3448,0.0535,0.3820,0.0941,-0.0341,-0.0747,-0.0968,-0.2232,0.5182,0.4728
496160365,0.0002,-0.0066,0.3671,0.0678,0.3215,0.1075,-0.0354,-0.0844,-0.0941,-0.2208,0.5339,0.4786
496165365,0.0021,-0.0063,0.3344,0.0916,0.2940,0.1036,-0.0282,-0.0866,-0.0918,-0.2184,0.4679,0.4800
496170365,0.0036,-0.0057,0.2810,0.1750,0.2409,0.0937,-0.0029,-0.1001,-0.0898,-0.2157,0.3884,0.5431
496175365,0.0052,-0.0044,0.2957,0.3097,0.1804,0.0997,0.0275,-0.1341,-0.0881,-0.2125,0.3483,0.6416
496180365,0.0067,-0.0026,0.3225,0.3968,0.1480,0.1107,0.0456,-0.1619,-0.0864,-0.2090,0.3481,0.6941
496185365,0.0085,-0.0004,0.3332,0.4203,0.2216,0.1162,0.0509,-0.1755,-0.0847,-0.2057,0.3229,0.6735
496190365,0.0102,0.0016,0.2929,0.4087,0.2506,0.1091,0.0546,-0.1734,-0.0835,-0.2026,0.2528,0.6201
496195365,0.0115,0.0036,0.2178,0.4044,0.2082,0.0902,0.0657,-0.1639,-0.0829,-0.1998,0.1218,0.5538
496200365,0.0122,0.0056,0.0971,0.4300,0.3252,0.0574,0.0885,-0.1583,-0.0830,-0.1972,-0.0268,0.5263
496205365,0.0123,0.0081,-0.0232,0.5107,0.4247,0.0215,0.1261,-0.1639,-0.0839,-0.1944,-0.1872,0.5418
496210365,0.0123,0.0108,-0.0360,0.5143,0.3676,0.0166,0.1349,-0.1656,-0.0851,-0.1920,-0.2242,0.4860
496215365,0.0122,0.0133,-0.0455,0.4884,0.2589,0.0129,0.1362,-0.1591,-0.0864,-0.1900,-0.2618,0.3939
496220365,0.0119,0.0154,-0.0941,0.4032,0.2158,-0.0018,0.1291,-0.1355,-0.0880,-0.1887,-0.3249,0.2670
496225365,0.0113,0.0170,-0.1466,0.3027,0.1932,-0.0189,0.1149,-0.1035,-0.0899,-0.1883,-0.3908,0.0900
496230365,0.0103,0.0186,-0.2098,0.2770,0.1715,-0.0389,0.1213,-0.0889,-0.0922,-0.1882,-0.4525,0.0195
496235365,0.0090,0.0197,-0.2291,0.2688,0.2259,-0.0492,0.1231,-0.0826,-0.0945,-0.1884,-0.4678,-0.0445
496240365,0.0078,0.0210,-0.2337,0.2294,0.2512,-0.0550,0.1186,-0.0732,-0.0969,-0.1890,-0.4708,-0.1147
496245365,0.0068,0.0219,-0.1921,0.1393,0.2650,-0.0455,0.0929,-0.0575,-0.0989,-0.1902,-0.3990,-0.2451
496250365,0.0058,0.0212,-0.1915,-0.1625,0.2717,-0.0481,0.0216,0.0160,-0.1008,-0.1930,-0.3854,-0.5705
496255365,0.0050,0.0197,-0.1823,-0.3201,0.2256,-0.0449,-0.0217,0.0579,-0.1025,-0.1968,-0.3361,-0.7550
496260365,0.0041,0.0178,-0.1811,-0.4126,0.1789,-0.0457,-0.0487,0.0875,-0.1041,-0.2011,-0.3137,-0.8599
496265365,0.0031,0.0158,-0.1707,-0.4300,0.1682,-0.0439,-0.0610,0.0984,-0.1054,-0.2056,-0.2745,-0.8893
496270365,0.0022,0.0135,-0.1472,-0.4374,0.2183,-0.0402,-0.0730,0.1048,-0.1066,-0.2100,-0.2322,-0.8971
496275365,0.0015,0.0114,-0.1228,-0.4530,0.2534,-0.0354,-0.0860,0.1117,-0.1075,-0.2146,-0.1880,-0.9020
496280365,0.0009,0.0090,-0.1378,-0.4899,0.2351,-0.0386,-0.0986,0.1282,-0.1084,-0.2191,-0.1704,-0.9190
496285365,0.0002,0.0064,-0.1558,-0.5446,0.1831,-0.0436,-0.1122,0.1487,-0.1093,-0.2238,-0.1704,-0.9203
496290365,-0.0007,0.0034,-0.1530,-0.6023,0.1615,-0.0454,-0.1313,0.1705,-0.1100,-0.2285,-0.1583,-0.9415
496295365,-0.0014,0.0003,-0.1066,-0.5825,0.1263,-0.0352,-0.1363,0.1667,-0.1106,-0.2327,-0.1103,-0.8536
496300365,-0.0016,-0.0027,-0.0186,-0.5473,0.1202,-0.0097,-0.1465,0.1516,-0.1105,-0.2365,0.0119,-0.7606
496305365,-0.0014,-0.0054,0.0116,-0.5067,0.1679,-0.0012,-0.1468,0.1416,-0.1103,-0.2398,0.0502,-0.6550
496310365,-0.0013,-0.0079,0.0455,-0.4355,0.2528,0.0092,-0.1408,0.1219,-0.1097,-0.2424,0.1070,-0.5213
496315365,-0.0009,-0.0099,0.0736,-0.3494,0.2696,0.0178,-0.1261,0.0980,-0.1091,-0.2442,0.1360,-0.3509
496320365,-0.0004,-0.0114,0.1084,-0.2593,0.2366,0.0292,-0.1128,0.0745,-0.1082,-0.2453,0.1694,-0.2186
496325365,0.0003,-0.0126,0.1405,-0.1848,0.2601,0.0386,-0.0991,0.0505,-0.1073,-0.2456,0.1847,-0.0670
496330365,0.0012,-0.0134,0.1759,-0.1069,0.3206,0.0496,-0.0871,0.0252,-0.1062,-0.2453,0.2109,0.0586
496335365,0.0024,-0.0137,0.1943,-0.0712,0.3288,0.0571,-0.0802,0.0105,-0.1052,-0.2446,0.2081,0.1462
496340365,0.0036,-0.0143,0.1998,-0.0718,0.2122,0.0637,-0.0808,0.0089,-0.1042,-0.2437,0.2035,0.1789
496345365,0.0045,-0.0146,0.1613,-0.0254,0.1804,0.0546,-0.0631,0.0016,-0.1035,-0.2423,0.1300,0.2671
496350365,0.0054,-0.0146,0.1402,0.0538,0.1740,0.0518,-0.0425,-0.0160,-0.1030,-0.2405,0.1025,0.3605
496355365,0.0063,-0.0142,0.1512,0.1304,0.1480,0.0552,-0.0235,-0.0374,-0.1026,-0.2383,0.0763,0.4557
496360365,0.0071,-0.0134,0.1894,0.1799,0.1541,0.0676,-0.0153,-0.0582,-0.1021,-0.2357,0.1079,0.5119
496365365,0.0081,-0.0124,0.1607,0.2263,0.2079,0.0596,0.0001,-0.0677,-0.1019,-0.2330,0.0382,0.5416
496370365,0.0090,-0.0113,0.1316,0.2346,0.1798,0.0548,0.0085,-0.0702,-0.1019,-0.2302,-0.0029,0.5497
496375365,0.0095,-0.0101,0.0648,0.2645,0.1453,0.0379,0.0260,-0.0695,-0.1024,-0.2275,-0.0913,0.5488
496380364,0.0095,-0.0087,-0.0379,0.3271,0.1422,0.0108,0.0569,-0.0732,-0.1034,-0.2246,-0.1971,0.5881
496385365,0.0091,-0.0070,-0.1090,0.3821,0.1144,-0.0097,0.0831,-0.0778,-0.1048,-0.2215,-0.2770,0.6070
496390365,0.0086,-0.0050,-0.1387,0.4355,0.0872,-0.0198,0.1056,-0.0891,-0.1063,-0.2183,-0.3140,0.6378
496395365,0.0079,-0.0028,-0.1814,0.4346,0.1199,-0.0343,0.1156,-0.0859,-0.1081,-0.2154,-0.3594,0.5872
496400365,0.0069,-0.0006,-0.2327,0.4352,0.1734,-0.0501,0.1279,-0.0845,-0.1101,-0.2126,-0.3885,0.5626
496405365,0.0058,0.0015,-0.2633,0.4181,0.2164,-0.0629,0.1319,-0.0772,-0.1122,-0.2102,-0.4182,0.4792
496410365,0.0044,0.0037,-0.2529,0.4203,0.1923,-0.0650,0.1382,-0.0805,-0.1142,-0.2080,-0.4042,0.4452
496415365,0.0031,0.0058,-0.2279,0.4133,0.0891,-0.0593,0.1388,-0.0829,-0.1159,-0.2060,-0.3477,0.3860
496420365,0.0021,0.0078,-0.1964,0.3879,0.0246,-0.0523,0.1353,-0.0839,-0.1174,-0.2044,-0.2944,0.3295
496425365,0.0012,0.0096,-0.1588,0.3158,0.0463,-0.0443,0.1167,-0.0742,-0.1186,-0.2033,-0.2385,0.2108
496430365,0.0006,0.0107,-0.1289,0.1979,0.1074,-0.0363,0.0859,-0.0537,-0.1194,-0.2030,-0.1698,0.0578
496435365,0.0000,0.0107,-0.1014,-0.0134,0.1471,-0.0292,0.0309,-0.0073,-0.1200,-0.2040,-0.1125,-0.1931
496440365,-0.0001,0.0102,-0.0247,-0.1277,0.1593,-0.0094,-0.0083,0.0116,-0.1201,-0.2056,-0.0287,-0.3258
496445365,-0.0002,0.0093,-0.0165,-0.2135,0.2091,-0.0053,-0.0357,0.0330,-0.1201,-0.2078,0.0098,-0.4361
496450364,-0.0002,0.0080,-0.0281,-0.2822,0.2458,-0.0079,-0.0559,0.0543,-0.1200,-0.2104,0.0109,-0.5171
496455365,-0.0004,0.0064,-0.0461,-0.3464,0.2262,-0.0111,-0.0735,0.0759,-0.1200,-0.2133,0.0141,-0.5775
496460365,-0.0008,0.0044,-0.0522,-0.3913,0.1993,-0.0138,-0.0886,0.0948,-0.1199,-0.2164,0.0097,-0.6253
496465365,-0.0011,0.0023,-0.0308,-0.4029,0.1957,-0.0080,-0.0983,0.0988,-0.1197,-0.2194,0.0472,-0.5988
496470364,-0.0012,0.0001,0.0107,-0.4062,0.2345,0.0028,-0.1112,0.0995,-0.1192,-0.2223,0.0978,-0.5865
496475365,-0.0009,-0.0021,0.0837,-0.3995,0.2348,0.0218,-0.1231,0.0922,-0.1184,-0.2250,0.1578,-0.5350
496480365,-0.0003,-0.0039,0.1381,-0.3299,0.0350,0.0405,-0.1166,0.0748,-0.1174,-0.2272,0.2066,-0.4339
496485365,0.0004,-0.0057,0.1460,-0.3042,0.1254,0.0440,-0.1155,0.0667,-0.1163,-0.2289,0.2108,-0.3454
496490365,0.0012,-0.0070,0.1674,-0.2156,0.3001,0.0499,-0.1029,0.0415,-0.1152,-0.2300,0.2297,-0.2162
496495365,0.0021,-0.0078,0.1854,-0.1197,0.3850,0.0551,-0.0853,0.0154,-0.1140,-0.2304,0.2254,-0.0821
496500365,0.0032,-0.0084,0.2065,-0.0599,0.3496,0.0627,-0.0739,-0.0022,-0.1130,-0.2303,0.2160,0.0141
496505365,0.0043,-0.0086,0.2150,-0.0009,0.2589,0.0688,-0.0604,-0.0183,-0.1119,-0.2298,0.2054,0.1035
496510365,0.0055,-0.0085,0.2144,0.0681,0.2839,0.0723,-0.0443,-0.0389,-0.1109,-0.2288,0.1975,0.2038
496515365,0.0067,-0.0081,0.1881,0.1222,0.2955,0.0665,-0.0264,-0.0514,-0.1103,-0.2274,0.1343,0.2771
496520365,0.0076,-0.0076,0.1604,0.1408,0.2060,0.0623,-0.0161,-0.0540,-0.1098,-0.2259,0.0869,0.3044
496525365,0.0085,-0.0070,0.1384,0.1579,0.0549,0.0582,-0.0055,-0.0548,-0.1097,-0.2243,0.0234,0.3195
496530365,0.0093,-0.0060,0.1655,0.2550,0.1416,0.0662,0.0141,-0.0858,-0.1095,-0.2222,0.0372,0.4145
496535365,0.0101,-0.0047,0.1060,0.2886,0.2100,0.0509,0.0320,-0.0909,-0.1097,-0.2200,-0.0422,0.4417
496540365,0.0103,-0.0032,0.0012,0.3155,0.1850,0.0237,0.0551,-0.0858,-0.1105,-0.2178,-0.1586,0.4412
496545365,0.0099,-0.0015,-0.1292,0.3488,0.1560,-0.0132,0.0858,-0.0786,-0.1121,-0.2155,-0.3060,0.4562
496550365,0.0090,0.0002,-0.2254,0.3705,0.1465,-0.0424,0.1078,-0.0711,-0.1141,-0.2134,-0.4097,0.4331
496555365,0.0075,0.0021,-0.2654,0.4004,0.1966,-0.0590,0.1249,-0.0734,-0.1164,-0.2113,-0.4474,0.4169
496560365,0.0061,0.0043,-0.2428,0.4258,0.2427,-0.0588,0.1346,-0.0851,-0.1185,-0.2092,-0.4227,0.4131
496565365,0.0052,0.0065,-0.2135,0.4145,0.2131,-0.0538,0.1351,-0.0895,-0.1204,-0.2074,-0.3856,0.3712
496570365,0.0041,0.0083,-0.2358,0.3348,0.1514,-0.0608,0.1249,-0.0700,-0.1223,-0.2061,-0.3815,0.2545
496575365,0.0026,0.0095,-0.3134,0.2089,-0.0108,-0.0819,0.1103,-0.0279,-0.1244,-0.2057,-0.4261,0.0794
496580365,0.0013,0.0103,-0.2721,0.1292,0.0723,-0.0756,0.0883,-0.0155,-0.1263,-0.2058,-0.3677,-0.0235
496585365,0.0001,0.0106,-0.2092,0.0596,0.0897,-0.0608,0.0630,-0.0056,-0.1276,-0.2065,-0.2695,-0.1320
496590365,-0.0008,0.0106,-0.1607,-0.0244,0.1312,-0.0503,0.0364,0.0090,-0.1286,-0.2076,-0.2027,-0.2367
496595365,-0.0013,0.0101,-0.1084,-0.1304,0.1957,-0.0367,0.0012,0.0279,-0.1292,-0.2094,-0.1184,-0.3601
496600365,-0.0016,0.0091,-0.0831,-0.2291,0.2283,-0.0294,-0.0290,0.0497,-0.1295,-0.2118,-0.0650,-0.4623
496605365,-0.0022,0.0076,-0.1109,-0.3131,0.2216,-0.0358,-0.0489,0.0762,-0.1298,-0.2144,-0.0577,-0.5380
496610365,-0.0028,0.0056,-0.1381,-0.3604,0.1752,-0.0431,-0.0612,0.0976,-0.1302,-0.2173,-0.0703,-0.5779
496615365,-0.0034,0.0038,-0.0999,-0.3595,0.1709,-0.0347,-0.0705,0.0986,-0.1303,-0.2202,-0.0212,-0.5661
496620365,-0.0038,0.0018,-0.0342,-0.3812,0.1954,-0.0181,-0.0881,0.0987,-0.1300,-0.2229,0.0559,-0.5515
496625364,-0.0035,-0.0001,0.0987,-0.3629,0.0955,0.0197,-0.1038,0.0804,-0.1290,-0.2254,0.1940,-0.4890
496630365,-0.0027,-0.0021,0.1487,-0.3473,-0.0206,0.0374,-0.1113,0.0747,-0.1278,-0.2276,0.2468,-0.4442
496635365,-0.0020,-0.0040,0.1561,-0.3314,-0.0059,0.0430,-0.1134,0.0706,-0.1265,-0.2295,0.2666,-0.3789
496640365,-0.0012,-0.0057,0.1640,-0.2889,0.1272,0.0454,-0.1115,0.0612,-0.1252,-0.2311,0.2629,-0.3145
496645364,-0.0002,-0.0069,0.2138,-0.2037,0.2485,0.0591,-0.1011,0.0325,-0.1237,-0.2319,0.2935,-0.1716
496650365,0.0011,-0.0078,0.2590,-0.1161,0.2732,0.0733,-0.0896,0.0057,-0.1221,-0.2322,0.3129,-0.0566
496655365,0.0026,-0.0083,0.2914,-0.0614,0.2384,0.0859,-0.0815,-0.0136,-0.1205,-0.2320,0.3236,0.0404
496660365,0.0042,-0.0086,0.3033,-0.0070,0.2354,0.0937,-0.0723,-0.0305,-0.1189,-0.2314,0.3159,0.1157
496665365,0.0059,-0.0086,0.2947,0.0354,0.2149,0.0964,-0.0621,-0.0425,-0.1175,-0.2305,0.2869,0.1772
496670365,0.0070,-0.0081,0.1912,0.1326,0.0533,0.0733,-0.0227,-0.0526,-0.1167,-0.2291,0.1551,0.2896
496675365,0.0080,-0.0074,0.1683,0.1918,-0.0530,0.0682,-0.0017,-0.0645,-0.1163,-0.2273,0.0850,0.3581
496680365,0.0088,-0.0063,0.1759,0.2523,-0.0029,0.0702,0.0139,-0.0840,-0.1160,-0.2252,0.0665,0.4212
496685365,0.0096,-0.0051,0.1448,0.2957,0.1474,0.0608,0.0298,-0.0963,-0.1159,-0.2229,0.0055,0.4661
496690365,0.0103,-0.0036,0.0785,0.3036,0.1798,0.0444,0.0437,-0.0950,-0.1163,-0.2205,-0.0734,0.4699
496695365,0.0104,-0.0021,-0.0140,0.3235,0.1205,0.0187,0.0639,-0.0872,-0.1173,-0.2183,-0.1987,0.4448
496700365,0.0099,-0.0004,-0.1442,0.3598,0.0888,-0.0176,0.0948,-0.0806,-0.1190,-0.2160,-0.3373,0.4578
496705365,0.0089,0.0014,-0.2392,0.3974,0.1370,-0.0473,0.1188,-0.0767,-0.1212,-0.2138,-0.4350,0.4380
496710365,0.0074,0.0035,-0.2624,0.4270,0.2436,-0.0606,0.1349,-0.0836,-0.1235,-0.2116,-0.4596,0.4386
496715365,0.0061,0.0056,-0.2175,0.4328,0.1731,-0.0517,0.1370,-0.0920,-0.1255,-0.2096,-0.4018,0.4031
496720365,0.0049,0.0075,-0.2602,0.3454,0.0827,-0.0660,0.1305,-0.0676,-0.1277,-0.2081,-0.4394,0.2917
496725365,0.0034,0.0090,-0.3155,0.2734,0.0005,-0.0839,0.1255,-0.0416,-0.1301,-0.2073,-0.4800,0.1651
496730365,0.0017,0.0103,-0.3372,0.2318,0.0463,-0.0944,0.1221,-0.0295,-0.1324,-0.2069,-0.4771,0.0879
496735365,0.0000,0.0111,-0.3183,0.1561,0.1111,-0.0932,0.1030,-0.0140,-0.1345,-0.2070,-0.4179,-0.0275
496740365,-0.0013,0.0116,-0.2431,0.0791,0.0827,-0.0754,0.0765,-0.0043,-0.1361,-0.2077,-0.3097,-0.1342
496745365,-0.0023,0.0116,-0.1854,-0.0186,0.1230,-0.0614,0.0453,0.0114,-0.1372,-0.2089,-0.2158,-0.2510
496750365,-0.0029,0.0112,-0.1536,-0.1213,0.1896,-0.0551,0.0147,0.0331,-0.1380,-0.2108,-0.1671,-0.3702
496755364,-0.0037,0.0102,-0.1616,-0.2227,0.2479,-0.0560,-0.0133,0.0598,-0.1386,-0.2132,-0.1218,-0.4858
496760365,-0.0045,0.0085,-0.2150,-0.3528,0.1266,-0.0694,-0.0392,0.1038,-0.1393,-0.2163,-0.1472,-0.6119
496765365,-0.0056,0.0067,-0.1787,-0.3555,0.1285,-0.0618,-0.0489,0.1058,-0.1398,-0.2193,-0.0864,-0.6069
496770365,-0.0063,0.0047,-0.1029,-0.3656,0.1743,-0.0425,-0.0665,0.1024,-0.1397,-0.2223,0.0198,-0.5946
496775365,-0.0065,0.0028,-0.0122,-0.3748,0.1648,-0.0174,-0.0847,0.0957,-0.1390,-0.2251,0.1351,-0.5651
496780365,-0.0064,0.0007,0.0473,-0.3766,0.0713,-0.0004,-0.0959,0.0936,-0.1380,-0.2278,0.1931,-0.5320
496785365,-0.0061,-0.0015,0.0812,-0.3894,-0.0120,0.0115,-0.1073,0.0963,-0.1369,-0.2303,0.2357,-0.5046
496790365,-0.0058,-0.0035,0.0968,-0.4035,0.0616,0.0164,-0.1185,0.0998,-0.1356,-0.2327,0.2570,-0.4836
496795364,-0.0051,-0.0055,0.1701,-0.3665,0.1715,0.0370,-0.1270,0.0834,-0.1339,-0.2348,0.3316,-0.4160
496800365,-0.0039,-0.0071,0.2532,-0.2666,0.1743,0.0608,-0.1194,0.0519,-0.1320,-0.2362,0.3862,-0.2888
496805365,-0.0023,-0.0076,0.3143,-0.0617,0.1517,0.0818,-0.0797,-0.0079,-0.1298,-0.2363,0.4320,-0.0156
496810364,-0.0002,-0.0079,0.4163,0.0018,0.2115,0.1127,-0.0808,-0.0399,-0.1273,-0.2359,0.4986,0.0728
496815365,0.0021,-0.0081,0.4325,0.0049,0.2613,0.1223,-0.0830,-0.0492,-0.1249,-0.2353,0.4839,0.1238
496820365,0.0044,-0.0083,0.4181,-0.0199,0.1938,0.1262,-0.0883,-0.0454,-0.1227,-0.2347,0.4460,0.1207
496825365,0.0063,-0.0086,0.3506,-0.0168,0.0921,0.1138,-0.0779,-0.0394,-0.1210,-0.2339,0.3377,0.1553
496830365,0.0080,-0.0084,0.2905,0.0761,-0.0325,0.1038,-0.0480,-0.0545,-0.1197,-0.2327,0.2533,0.2598
496835365,0.0095,-0.0077,0.2773,0.1802,-0.0325,0.1016,-0.0201,-0.0803,-0.1188,-0.2308,0.1890,0.3773
496840365,0.0105,-0.0066,0.2220,0.2801,0.1059,0.0860,0.0107,-0.1007,-0.1183,-0.2284,0.0946,0.4648
496845365,0.0114,-0.0051,0.1365,0.3021,0.1783,0.0625,0.0294,-0.0988,-0.1185,-0.2261,-0.0326,0.4700
496850365,0.0119,-0.0038,0.0446,0.2764,0.1031,0.0393,0.0403,-0.0836,-0.1192,-0.2239,-0.1457,0.4329
