Time_us,Roll,Pitch,GyroX,GyroY,GyroZ,T1,T2,T3,PhiX,PhiY,PhiDX,PhiDY,motor_vel_1,motor_vel_2,motor_vel_3,motor_pos_1,motor_pos_2,motor_pos_3
79164690,0.0882,-0.0249,-0.0153,0.0003,-0.0123,0.2100,-0.2100,-0.0887,-0.0001,0.0000,-0.0153,0.0003,0.0000,0.0000,0.0000,-1.4140,1.7068,-6.6719
79166375,0.0883,-0.0251,-0.0153,0.0003,-0.0123,0.2100,-0.2100,-0.0883,-0.0001,0.0000,-0.0153,0.0003,0.0000,0.0000,0.0000,-1.4140,1.7068,-6.6719
79171366,0.0884,-0.0253,-0.0144,0.0000,-0.0285,0.2100,-0.2100,-0.0880,-0.0002,0.0000,-0.0144,0.0000,0.0000,0.0000,0.0000,-1.4140,1.7068,-6.6719
79176366,0.0886,-0.0254,-0.0144,0.0052,-0.0233,0.2100,-0.2100,-0.0888,-0.0003,0.0000,-0.0144,0.0052,0.0000,0.0000,0.0000,-1.4140,1.7068,-6.6719
79181366,0.0888,-0.0254,0.0018,0.0079,-0.0175,0.2100,-0.2100,-0.0911,-0.0003,0.0001,0.0018,0.0079,0.0000,0.0000,0.0000,-1.4140,1.7068,-6.6719
79186366,0.0890,-0.0256,-0.0012,-0.0018,-0.0255,0.2100,-0.2100,-0.0875,-0.0004,0.0001,-0.0310,-0.0028,1.7166,0.0000,0.0000,-1.3741,1.7068,-6.6719
79191366,0.0892,-0.0258,-0.0122,0.0058,-0.0224,0.2100,-0.2100,-0.0877,-0.0006,0.0001,-0.0429,0.0050,1.7166,-0.0550,-0.0524,-1.3673,1.7054,-6.6731
79196366,0.0891,-0.0258,-0.0431,0.0217,-0.0209,0.2100,-0.2100,-0.0857,-0.0012,0.0002,-0.1229,0.0273,3.2141,-1.6128,-1.2242,-1.3230,1.6709,-6.6985
79201366,0.0889,-0.0256,-0.0837,0.0696,-0.0380,0.2100,-0.2100,-0.0892,-0.0022,0.0007,-0.1989,0.0883,4.2016,-3.1142,-1.8851,-1.2885,1.6317,-6.7169
79206366,0.0884,-0.0253,-0.1261,0.1066,-0.0585,0.2100,-0.2100,-0.0882,-0.0037,0.0012,-0.2981,0.1134,5.9772,-4.2233,-3.8414,-1.2226,1.5955,-6.7761
