Time_us,Roll,Pitch,GyroX,GyroY,GyroZ,T1,T2,T3,PhiX,PhiY,PhiDX,PhiDY,motor_vel_1,motor_vel_2,motor_vel_3,motor_pos_1,motor_pos_2,motor_pos_3
51239690,0.0751,-0.0785,-0.0195,0.0702,0.1312,0.2100,-0.2100,0.1106,-0.0001,0.0005,-0.0195,0.0702,0.0000,0.0000,0.0000,0.2981,4.4568,-0.4240
51241375,0.0753,-0.0783,-0.0195,0.0702,0.1312,0.2100,-0.2100,0.1095,-0.0002,0.0006,-0.0195,0.0702,0.0000,0.0000,0.0000,0.2981,4.4568,-0.4240
51246366,0.0754,-0.0780,-0.0229,0.0776,0.1159,0.2100,-0.2100,0.1075,-0.0003,0.0010,-0.0228,0.0776,0.0000,0.0000,0.0000,0.2981,4.4568,-0.4240
51251366,0.0755,-0.0777,-0.0266,0.0757,0.1272,0.2100,-0.2100,0.1069,-0.0004,0.0014,-0.0265,0.0757,0.0000,0.0000,0.0000,0.2981,4.4568,-0.4240
51256366,0.0757,-0.0774,-0.0281,0.0748,0.1419,0.2100,-0.2100,0.1055,-0.0005,0.0017,-0.0280,0.0748,0.0000,0.0000,0.0000,0.2981,4.4568,-0.4240
51261366,0.0758,-0.0770,-0.0302,0.0721,0.1245,0.2100,-0.2100,0.1049,-0.0007,0.0021,-0.0311,0.0737,0.0539,-0.0550,0.0524,0.2993,4.4556,-0.4228
51266365,0.0761,-0.0767,-0.0061,0.0690,0.0903,0.2100,-0.2100,0.1023,-0.0008,0.0024,-0.0177,0.0703,0.6574,-0.0550,0.0524,0.3122,4.4553,-0.4225
51271365,0.0762,-0.0765,-0.0208,0.0666,0.1071,0.2100,-0.2100,0.1014,-0.0011,0.0030,-0.0519,0.1043,1.7341,-1.3207,1.2661,0.3390,4.4278,-0.3964
51276366,0.0761,-0.0762,-0.0693,0.0565,0.1743,0.2100,-0.2100,0.1035,-0.0017,0.0037,-0.1355,0.1513,3.7068,-3.2725,3.2142,0.3953,4.3748,-0.3441
51281366,0.0759,-0.0757,-0.0980,0.1014,0.2732,0.2100,-0.2100,0.0948,-0.0027,0.0049,-0.1956,0.2338,5.3748,-4.6708,4.3894,0.4468,4.3316,-0.3058
51286365,0.0754,-0.0750,-0.1741,0.1643,0.3169,0.2100,-0.2100,0.0877,-0.0043,0.0066,-0.3172,0.3509,7.5240,-6.9789,5.7583,0.5284,4.2508,-0.2489
51291366,0.0743,-0.0738,-0.2581,0.2492,0.2592,0.2100,-0.2100,0.0794,-0.0065,0.0090,-0.4344,0.4720,9.2215,-8.4199,6.7872,0.5957,4.1916,-0.2035
51296366,0.0722,-0.0719,-0.4890,0.3943,0.2790,0.1754,-0.2100,0.0725,-0.0100,0.0124,-0.7104,0.6773,11.5070,-10.7887,8.5089,0.7033,4.0867,-0.1231
51301366,0.0695,-0.0698,-0.6054,0.4252,0.3698,0.1389,-0.2100,0.0736,-0.0143,0.0162,-0.8565,0.7519,12.9847,-12.5004,9.7503,0.7819,4.0059,-0.0620
