Time_us,Roll,Pitch,GyroX,GyroY,GyroZ,T1,T2,T3,PhiX,PhiY,PhiDX,PhiDY,motor_vel_1,motor_vel_2,motor_vel_3,motor_pos_1,motor_pos_2,motor_pos_3
71670690,-0.0168,-0.1410,-0.0021,0.0568,0.0158,-0.0681,-0.2100,0.2100,-0.0000,0.0004,-0.0021,0.0568,0.0000,0.0000,0.0000,0.4227,9.0797,-2.0466
71672375,-0.0166,-0.1408,-0.0021,0.0568,0.0158,-0.0672,-0.2100,0.2100,-0.0000,0.0005,-0.0021,0.0568,0.0000,0.0000,0.0000,0.4227,9.0797,-2.0466
71676366,-0.0165,-0.1404,-0.0031,0.0538,0.0121,-0.0669,-0.2100,0.2100,-0.0000,0.0007,-0.0030,0.0538,0.0000,0.0000,0.0000,0.4227,9.0797,-2.0466
71681365,-0.0165,-0.1400,-0.0040,0.0583,0.0127,-0.0671,-0.2100,0.2100,-0.0000,0.0010,-0.0039,0.0583,0.0000,0.0000,0.0000,0.4227,9.0797,-2.0466
71686365,-0.0167,-0.1397,-0.0058,0.0538,0.0231,-0.0683,-0.2100,0.2100,-0.0001,0.0013,-0.0057,0.0538,0.0000,0.0000,0.0000,0.4227,9.0797,-2.0466
71691365,-0.0169,-0.1395,-0.0098,0.0498,0.0371,-0.0700,-0.2100,0.2100,-0.0001,0.0015,-0.0097,0.0498,0.0000,0.0000,0.0000,0.4227,9.0797,-2.0466
71696366,-0.0171,-0.1393,-0.0254,0.0302,0.0188,-0.0711,-0.2100,0.2100,-0.0001,0.0018,0.0101,0.0617,-1.1075,-0.0559,2.0491,0.3992,9.0784,-1.9997
71701365,-0.0172,-0.1391,0.0211,0.0565,-0.0643,-0.0601,-0.2100,0.2100,0.0003,0.0023,0.0749,0.1074,-2.2150,-0.7831,2.6349,0.3697,9.0630,-1.9794
71706366,-0.0171,-0.1389,0.0623,0.0874,-0.0887,-0.0503,-0.2100,0.2100,0.0009,0.0034,0.1293,0.2022,-3.2364,-3.2470,4.4685,0.3346,9.0019,-1.9215
71711366,-0.0166,-0.1383,0.1234,0.1607,-0.0737,-0.0375,-0.2100,0.2100,0.0019,0.0049,0.1834,0.3143,-3.2364,-4.9724,5.3511,0.3217,8.9515,-1.8851
71716366,-0.0158,-0.1372,0.1912,0.2550,-0.0380,-0.0212,-0.2100,0.2100,0.0032,0.0073,0.2581,0.4821,-3.9365,-7.7706,7.4831,0.2854,8.8576,-1.8044
71721366,-0.0148,-0.1358,0.2361,0.2819,0.0090,-0.0096,-0.2100,0.2100,0.0046,0.0101,0.2962,0.5604,-3.9365,-9.9172,8.7898,0.2697,8.7795,-1.7462
71726365,-0.0133,-0.1342,0.2779,0.2975,0.0234,0.0045,-0.2100,0.2100,0.0064,0.0134,0.3437,0.6548,-4.4999,-12.8246,11.1732,0.2325,8.6534,-1.6386
71731366,-0.0117,-0.1327,0.3228,0.2657,0.0115,0.0198,-0.2100,0.2100,0.0083,0.0168,0.3891,0.6745,-4.4999,-14.4927,12.9518,0.2145,8.5656,-1.5549
71736365,-0.0100,-0.1313,0.3317,0.2529,-0.0142,0.0287,-0.2100,0.2100,0.0103,0.0204,0.3972,0.7236,-4.3588,-16.4457,15.1442,0.1910,8.4335,-1.4273
71741366,-0.0081,-0.1301,0.3552,0.2810,-0.0743,0.0416,-0.2100,0.2100,0.0124,0.0243,0.4204,0.7813,-4.3053,-17.3763,16.1909,0.1746,8.3470,-1.3441
71746366,-0.0067,-0.1286,0.2728,0.3598,-0.0731,0.0303,-0.2100,0.2100,0.0140,0.0288,0.3218,0.8988,-3.1822,-18.4637,17.6925,0.1746,8.2173,-1.2125
71751366,-0.0054,-0.1267,0.2254,0.3922,-0.0774,0.0259,-0.2100,0.2100,0.0153,0.0336,0.2662,0.9531,-2.6474,-19.1319,18.4918,0.1736,8.1288,-1.1243
71756365,-0.0043,-0.1245,0.2056,0.4044,-0.1183,0.0260,-0.2100,0.2100,0.0165,0.0385,0.2361,0.9862,-1.9521,-19.7044,19.3175,0.1739,8.0013,-0.9945
71761366,-0.0036,-0.1225,0.1915,0.3977,-0.1568,0.0264,-0.2100,0.2100,0.0176,0.0434,0.2174,0.9894,-1.5778,-19.9118,19.7714,0.1744,7.9181,-0.9073
71766366,-0.0029,-0.1204,0.1768,0.3876,-0.1257,0.0256,-0.2100,0.2100,0.0186,0.0484,0.1968,0.9902,-1.1499,-20.1736,20.2389,0.1747,7.7927,-0.7780
71771366,-0.0020,-0.1185,0.1323,0.4203,-0.0496,0.0192,-0.2100,0.2100,0.0193,0.0535,0.1495,1.0275,-0.9360,-20.2737,20.4474,0.1747,7.7097,-0.6924
71776365,-0.0014,-0.1163,0.0898,0.4523,-0.0514,0.0135,-0.2100,0.2100,0.0198,0.0589,0.1047,1.0650,-0.7220,-20.3774,20.7043,0.1740,7.5855,-0.5638
71781366,-0.0011,-0.1140,0.0244,0.4954,-0.0875,0.0025,-0.2100,0.2100,0.0200,0.0644,0.0374,1.1104,-0.5616,-20.4259,20.8119,0.1746,7.5029,-0.4786
71786365,-0.0013,-0.1112,-0.0345,0.5232,-0.1467,-0.0090,-0.2100,0.2100,0.0199,0.0701,-0.0231,1.1396,-0.4546,-20.4746,20.8580,0.1737,7.3793,-0.3524
71791365,-0.0017,-0.1086,-0.0571,0.5186,-0.0679,-0.0164,-0.2100,0.2100,0.0197,0.0758,-0.0475,1.1365,-0.3477,-20.5305,20.9064,0.1743,7.2962,-0.2679
71796366,-0.0019,-0.1058,-0.0110,0.5412,0.0087,-0.0094,-0.2100,0.2100,0.0197,0.0816,-0.0039,1.1599,-0.2407,-20.5790,20.9064,0.1746,7.1718,-0.1424
71801366,-0.0020,-0.1031,0.0186,0.5834,0.0075,-0.0039,-0.2100,0.2100,0.0198,0.0876,0.0246,1.2019,-0.1872,-20.5749,20.8997,0.1747,7.0895,-0.0590
71806366,-0.0018,-0.1002,0.0464,0.6310,-0.0197,0.0022,-0.2029,0.2014,0.0200,0.0939,0.0504,1.2511,-0.1337,-20.6793,20.8997,0.1746,6.9635,0.0663
