Time_us,Roll,Pitch,GyroX,GyroY,GyroZ,T1,T2,T3,PhiX,PhiY,PhiDX,PhiDY,motor_vel_1,motor_vel_2,motor_vel_3,motor_pos_1,motor_pos_2,motor_pos_3
86798053,0.0547,-0.0819,-0.0443,0.0137,0.0179,0.2100,-0.2100,0.1766,-0.0003,0.0001,-0.0441,0.0137,0.0000,0.0000,0.0000,8.7500,-5.0880,-8.2966
86801366,0.0544,-0.0817,-0.0406,0.0122,0.0057,0.2100,-0.2100,0.1766,-0.0004,0.0001,-0.0405,0.0122,0.0000,0.0000,0.0000,8.7500,-5.0880,-8.2966
86806366,0.0542,-0.0815,-0.0394,0.0137,0.0057,0.2098,-0.2100,0.1760,-0.0006,0.0002,-0.0393,0.0137,0.0000,0.0000,0.0000,8.7500,-5.0880,-8.2966
86811365,0.0539,-0.0813,-0.0348,0.0116,0.0179,0.2095,-0.2100,0.1757,-0.0008,0.0003,-0.0347,0.0116,0.0000,0.0000,0.0000,8.7500,-5.0880,-8.2966
86816365,0.0537,-0.0812,-0.0272,0.0049,0.0384,0.2098,-0.2100,0.1759,-0.0009,0.0003,-0.0271,0.0049,0.0000,0.0000,0.0000,8.7500,-5.0880,-8.2966
86821366,0.0535,-0.0811,-0.0223,0.0031,0.0604,0.2089,-0.2100,0.1743,-0.0011,0.0004,-0.0338,0.0247,0.0000,-1.4244,0.0000,8.7500,-5.1188,-8.2966
86826365,0.0536,-0.0812,-0.0263,0.0110,0.0762,0.2074,-0.2100,0.1717,-0.0013,0.0007,-0.0493,0.0644,1.5079,-1.5827,2.0491,8.7827,-5.1282,-8.2495
86831366,0.0536,-0.0811,-0.0480,0.0449,0.1080,0.1995,-0.2100,0.1667,-0.0019,0.0014,-0.1124,0.1368,3.4615,-3.3092,2.9279,8.8372,-5.1776,-8.2243
86836366,0.0534,-0.0808,-0.0794,0.0962,0.1679,0.1909,-0.2100,0.1569,-0.0027,0.0026,-0.1602,0.2364,4.6797,-4.6276,4.8917,8.8783,-5.2201,-8.1578
86841366,0.0530,-0.0800,-0.1234,0.1845,0.2235,0.1765,-0.2100,0.1425,-0.0040,0.0045,-0.2523,0.3735,7.0606,-6.6607,6.1752,8.9608,-5.2944,-8.1141
86846366,0.0524,-0.0788,-0.1778,0.2844,0.1923,0.1625,-0.2100,0.1248,-0.0056,0.0072,-0.3246,0.5375,8.5594,-8.3120,8.8815,9.0221,-5.3570,-8.0092
86851366,0.0511,-0.0773,-0.3186,0.3094,0.1816,0.1265,-0.2100,0.1297,-0.0082,0.0103,-0.5160,0.6206,11.0822,-10.6683,10.4537,9.1318,-5.4604,-7.9465
86856366,0.0494,-0.0757,-0.3897,0.3100,0.1767,0.1047,-0.2100,0.1307,-0.0112,0.0137,-0.6068,0.6875,12.8030,-12.2647,13.3597,9.2140,-5.5381,-7.8087
86861366,0.0475,-0.0742,-0.4389,0.3247,0.1563,0.0844,-0.2100,0.1302,-0.0147,0.0175,-0.7014,0.7529,14.9468,-14.4474,14.5947,9.3404,-5.6620,-7.7387
86866366,0.0451,-0.0726,-0.5067,0.3625,0.1306,0.0609,-0.1929,0.1270,-0.0186,0.0217,-0.7821,0.8445,16.1977,-15.7134,16.9594,9.4278,-5.7474,-7.5847
86871365,0.0426,-0.0708,-0.5333,0.3949,0.1288,0.0436,-0.1704,0.1219,-0.0228,0.0262,-0.8377,0.9107,17.6033,-17.1196,17.8143,9.5575,-5.8735,-7.5112
86876366,0.0401,-0.0687,-0.5611,0.4374,0.1932,0.0268,-0.1469,0.1127,-0.0272,0.0312,-0.8722,0.9837,18.2606,-17.8580,19.1215,9.6426,-5.9578,-7.3600
86881366,0.0374,-0.0665,-0.5803,0.4676,0.2247,0.0108,-0.1254,0.1060,-0.0317,0.0363,-0.9080,1.0362,19.0419,-18.7834,19.6734,9.7705,-6.0858,-7.2858
86886366,0.0345,-0.0641,-0.5767,0.4578,0.1938,-0.0003,-0.1115,0.1043,-0.0363,0.0415,-0.9101,1.0418,19.4505,-19.2182,20.2476,9.8559,-6.1702,-7.1394
86891366,0.0315,-0.0617,-0.5849,0.4841,0.1880,-0.0145,-0.0907,0.0980,-0.0409,0.0469,-0.9253,1.0792,19.7217,-19.7321,20.4548,9.9791,-6.2971,-7.0690
86896366,0.0285,-0.0591,-0.6017,0.5513,0.1908,-0.0296,-0.0626,0.0849,-0.0456,0.0527,-0.9400,1.1559,19.7217,-19.9309,20.8695,10.0579,-6.3803,-6.9213
86901366,0.0255,-0.0562,-0.6038,0.6292,0.1932,-0.0417,-0.0332,0.0675,-0.0503,0.0589,-0.9376,1.2382,19.3609,-20.1913,20.8695,10.1679,-6.5058,-6.8535
86906366,0.0225,-0.0530,-0.6139,0.6857,0.1340,-0.0543,-0.0050,0.0541,-0.0550,0.0654,-0.9377,1.2998,18.8178,-20.3437,21.0255,10.2334,-6.5898,-6.7089
86911366,0.0192,-0.0495,-0.6130,0.7205,0.0659,-0.0650,0.0198,0.0426,-0.0596,0.0721,-0.9211,1.3368,17.9387,-20.3996,21.0780,10.3261,-6.7131,-6.6394
86916365,0.0160,-0.0460,-0.6182,0.7245,0.0463,-0.0774,0.0394,0.0362,-0.0641,0.0788,-0.9082,1.3403,17.0494,-20.2380,21.1787,10.3784,-6.8116,-6.4948
86921365,0.0131,-0.0423,-0.6310,0.7501,0.0365,-0.0891,0.0623,0.0254,-0.0686,0.0856,-0.8902,1.3625,15.4795,-19.9255,21.2311,10.4449,-6.8860,-6.4196
86926365,0.0099,-0.0386,-0.6457,0.7957,0.0020,-0.1019,0.0894,0.0125,-0.0730,0.0926,-0.8784,1.3998,14.3039,-19.3065,21.2766,10.4816,-6.9916,-6.2807
86931366,0.0067,-0.0346,-0.6753,0.8354,-0.0572,-0.1164,0.1173,0.0013,-0.0773,0.0997,-0.8622,1.4281,12.0782,-18.5117,21.2766,10.5174,-7.0514,-6.2116
86936366,0.0031,-0.0304,-0.7025,0.8922,-0.0618,-0.1339,0.1486,-0.0123,-0.0816,0.1070,-0.8645,1.4607,11.3557,-16.9802,21.1659,10.5495,-7.1273,-6.0708
86941366,-0.0005,-0.0258,-0.6979,0.9655,0.0182,-0.1442,0.1792,-0.0356,-0.0856,0.1146,-0.8044,1.5147,8.7707,-15.7140,21.1136,10.5583,-7.1668,-6.0031
