Time_us,Roll,Pitch,GyroX,GyroY,GyroZ,T1,T2,T3,PhiX,PhiY,PhiDX,PhiDY,motor_vel_1,motor_vel_2,motor_vel_3,motor_pos_1,motor_pos_2,motor_pos_3
62303053,-0.0094,0.0108,-0.0003,0.0027,-0.0750,-0.0367,0.0578,-0.0183,-0.0000,0.0000,-0.0003,0.0027,0.0000,0.0000,0.0000,1.3745,5.3275,-1.3338
62306366,-0.0095,0.0109,-0.0003,0.0027,-0.0887,-0.0371,0.0585,-0.0180,-0.0000,0.0000,-0.0003,0.0027,0.0000,0.0000,0.0000,1.3745,5.3275,-1.3338
62311366,-0.0096,0.0110,-0.0018,0.0040,-0.0887,-0.0379,0.0594,-0.0181,-0.0000,0.0000,-0.0018,0.0040,0.0000,0.0000,0.0000,1.3745,5.3275,-1.3338
62316366,-0.0098,0.0111,-0.0061,0.0107,-0.0805,-0.0395,0.0615,-0.0189,-0.0000,0.0001,-0.0061,0.0107,0.0000,0.0000,0.0000,1.3745,5.3275,-1.3338
62321366,-0.0100,0.0112,-0.0092,0.0192,-0.0869,-0.0408,0.0641,-0.0200,-0.0001,0.0002,-0.0092,0.0192,0.0000,0.0000,0.0000,1.3745,5.3275,-1.3338
62326366,-0.0101,0.0113,-0.0034,0.0162,-0.0930,-0.0401,0.0639,-0.0202,-0.0001,0.0003,-0.0034,0.0162,0.0000,0.0000,0.0000,1.3745,5.3275,-1.3338
62331366,-0.0102,0.0114,0.0095,0.0073,-0.0750,-0.0380,0.0614,-0.0205,-0.0001,0.0003,0.0109,0.0065,-0.0554,0.0559,0.0000,1.3732,5.3287,-1.3338
62336366,-0.0101,0.0115,0.0299,-0.0122,-0.0585,-0.0341,0.0560,-0.0197,0.0001,0.0002,0.0314,-0.0131,-0.0554,0.0559,0.0000,1.3729,5.3290,-1.3338
62341366,-0.0100,0.0114,0.0446,-0.0373,-0.0527,-0.0308,0.0498,-0.0169,0.0003,0.0001,0.0460,-0.0381,-0.0554,0.0559,0.0000,1.3727,5.3293,-1.3338
62346366,-0.0098,0.0112,0.0586,-0.0663,-0.0484,-0.0274,0.0423,-0.0131,0.0006,-0.0003,0.0601,-0.0671,-0.0554,0.0559,0.0000,1.3724,5.3295,-1.3338
62351366,-0.0095,0.0108,0.0742,-0.0910,-0.0560,-0.0217,0.0321,-0.0083,0.0011,-0.0009,0.0944,-0.1240,-0.0554,2.2190,0.0000,1.3721,5.3799,-1.3338
62356366,-0.0092,0.0103,0.1026,-0.1170,-0.0481,-0.0149,0.0224,-0.0057,0.0017,-0.0017,0.1228,-0.1500,-0.0554,2.2190,0.0000,1.3718,5.3888,-1.3338
62361366,-0.0087,0.0097,0.1133,-0.1243,-0.0349,-0.0091,0.0160,-0.0055,0.0025,-0.0024,0.1622,-0.1574,-1.7267,2.2190,0.0000,1.3319,5.4021,-1.3338
