Time_us,Roll,Pitch,GyroX,GyroY,GyroZ,T1,T2,T3,PhiX,PhiY,PhiDX,PhiDY,motor_vel_1,motor_vel_2,motor_vel_3,motor_pos_1,motor_pos_2,motor_pos_3
126973053,0.0412,0.0267,-0.0086,0.0037,-0.0117,0.1638,0.0118,-0.1752,-0.0001,0.0000,-0.0085,0.0037,0.0000,0.0000,0.0000,3.0481,-6.9607,-11.0857
126976366,0.0410,0.0268,-0.0101,0.0018,-0.0215,0.1630,0.0124,-0.1745,-0.0001,0.0000,-0.0101,0.0018,0.0000,0.0000,0.0000,3.0481,-6.9607,-11.0857
126981366,0.0409,0.0269,-0.0092,0.0040,-0.0297,0.1628,0.0134,-0.1750,-0.0001,0.0001,-0.0092,0.0040,0.0000,0.0000,0.0000,3.0481,-6.9607,-11.0857
126986366,0.0408,0.0270,-0.0076,0.0046,-0.0230,0.1624,0.0139,-0.1755,-0.0002,0.0001,-0.0076,0.0046,0.0000,0.0000,0.0000,3.0481,-6.9607,-11.0857
126991366,0.0406,0.0272,-0.0073,0.0104,-0.0166,0.1619,0.0156,-0.1768,-0.0002,0.0001,-0.0073,0.0104,0.0000,0.0000,0.0000,3.0481,-6.9607,-11.0857
126996366,0.0405,0.0271,-0.0003,0.0144,-0.0297,0.1623,0.0156,-0.1767,-0.0002,0.0002,-0.0066,0.0054,0.0539,0.0000,-0.6068,3.0493,-6.9607,-11.0982
127001365,0.0409,0.0272,0.0446,0.0006,-0.1238,0.1726,0.0090,-0.1768,-0.0001,0.0000,0.0221,-0.0262,0.3788,0.0000,-1.8205,3.0561,-6.9607,-11.1321
127006366,0.0408,0.0271,0.0101,-0.0293,-0.0673,0.1616,0.0060,-0.1650,-0.0004,-0.0004,-0.0548,-0.0854,2.6755,0.7831,-2.9741,3.1108,-6.9444,-11.1635
127011366,0.0409,0.0268,-0.0278,-0.0565,-0.0218,0.1521,0.0016,-0.1528,-0.0010,-0.0012,-0.1189,-0.1556,3.7622,1.7899,-4.8517,3.1453,-6.9183,-11.2257
127016366,0.0405,0.0262,-0.1319,-0.1124,-0.0685,0.1271,0.0023,-0.1268,-0.0024,-0.0023,-0.2733,-0.2281,6.1472,1.7899,-5.9438,3.2229,-6.9076,-11.2681
