Time_us,Roll,Pitch,GyroX,GyroY,GyroZ,T1,T2,T3,PhiX,PhiY,PhiDX,PhiDY,motor_vel_1,motor_vel_2,motor_vel_3,motor_pos_1,motor_pos_2,motor_pos_3
139674690,0.0268,0.0493,-0.0287,-0.0131,0.0286,0.1019,0.1177,-0.2100,-0.0002,-0.0001,-0.0287,-0.0131,0.0000,0.0000,0.0000,0.7500,-18.0454,-15.1240
139676375,0.0266,0.0490,-0.0287,-0.0131,0.0286,0.1009,0.1172,-0.2100,-0.0002,-0.0001,-0.0287,-0.0131,0.0000,0.0000,0.0000,0.7500,-18.0454,-15.1240
139681366,0.0263,0.0489,-0.0312,-0.0202,0.0185,0.0992,0.1166,-0.2100,-0.0004,-0.0002,-0.0311,-0.0202,0.0000,0.0000,0.0000,0.7500,-18.0454,-15.1240
139686366,0.0261,0.0489,-0.0296,-0.0171,0.0283,0.0987,0.1174,-0.2100,-0.0005,-0.0003,-0.0296,-0.0171,0.0000,0.0000,0.0000,0.7500,-18.0454,-15.1240
139691366,0.0260,0.0490,-0.0199,-0.0147,0.0286,0.1003,0.1172,-0.2100,-0.0006,-0.0004,-0.0198,-0.0147,0.0000,0.0000,0.0000,0.7500,-18.0454,-15.1240
139696366,0.0258,0.0490,-0.0208,-0.0186,0.0426,0.0990,0.1168,-0.2100,-0.0007,-0.0005,-0.0207,-0.0203,0.0000,0.0550,-0.0552,0.7500,-18.0440,-15.1253
139701366,0.0258,0.0490,-0.0348,-0.0153,0.0949,0.0939,0.1190,-0.2100,-0.0010,-0.0006,-0.0557,-0.0171,1.2386,0.0550,-0.0552,0.7765,-18.0438,-15.1255
139706366,0.0256,0.0491,-0.0681,0.0089,0.1578,0.0839,0.1229,-0.2100,-0.0016,-0.0008,-0.1172,-0.0536,2.9972,2.1658,-1.9917,0.8245,-17.9945,-15.1688
139711366,0.0254,0.0493,-0.0757,0.0709,0.1972,0.0802,0.1324,-0.2100,-0.0023,-0.0010,-0.1349,-0.0309,3.4794,3.3778,-3.4149,0.8475,-17.9587,-15.2064
139716366,0.0248,0.0496,-0.1264,0.0486,0.2158,0.0662,0.1326,-0.2071,-0.0033,-0.0015,-0.2110,-0.1141,4.5793,5.0336,-5.8377,0.8947,-17.8997,-15.2853
139721366,0.0239,0.0498,-0.1842,-0.0006,0.2540,0.0496,0.1297,-0.1890,-0.0048,-0.0026,-0.2856,-0.2069,5.4885,6.4132,-7.3823,0.9339,-17.8492,-15.3385
139726366,0.0227,0.0494,-0.2474,-0.1063,0.2790,0.0295,0.1162,-0.1564,-0.0067,-0.0045,-0.3850,-0.3752,6.9826,7.8957,-10.1003,1.0010,-17.7764,-15.4505
139731366,0.0214,0.0485,-0.2517,-0.2144,0.1382,0.0245,0.0977,-0.1275,-0.0087,-0.0071,-0.4007,-0.5215,7.6289,9.1487,-11.4004,1.0423,-17.7173,-15.5130
139736366,0.0202,0.0464,-0.2367,-0.4493,0.1233,0.0206,0.0496,-0.0749,-0.0108,-0.0112,-0.4110,-0.8166,8.5690,10.6544,-13.9404,1.1097,-17.6282,-15.6485
139741366,0.0191,0.0438,-0.1964,-0.5403,0.1950,0.0221,0.0215,-0.0511,-0.0127,-0.0158,-0.3824,-0.9354,9.0617,11.4054,-15.0536,1.1550,-17.5690,-15.7200
139746366,0.0183,0.0411,-0.1616,-0.5873,0.2647,0.0235,-0.0013,-0.0323,-0.0145,-0.0210,-0.3652,-1.0324,9.8658,12.8629,-16.9453,1.2287,-17.4669,-15.8638
139751366,0.0177,0.0380,-0.1491,-0.6222,0.2100,0.0238,-0.0180,-0.0138,-0.0163,-0.0264,-0.3594,-1.0833,10.2602,13.4073,-17.4779,1.2773,-17.4034,-15.9325
139756366,0.0170,0.0347,-0.1594,-0.6799,0.1187,0.0189,-0.0364,0.0130,-0.0182,-0.0322,-0.3840,-1.1657,10.8693,14.0241,-18.5171,1.3533,-17.3082,-16.0731
139761366,0.0162,0.0313,-0.1637,-0.7156,0.1434,0.0142,-0.0530,0.0333,-0.0202,-0.0383,-0.3926,-1.2101,11.0354,14.2408,-18.8830,1.4006,-17.2471,-16.1436
139766366,0.0153,0.0277,-0.1533,-0.7346,0.2491,0.0105,-0.0683,0.0482,-0.0221,-0.0444,-0.3917,-1.2236,11.3498,13.8306,-18.9289,1.4744,-17.1707,-16.2700
139771366,0.0145,0.0236,-0.1411,-0.7801,0.2677,0.0094,-0.0893,0.0697,-0.0240,-0.0507,-0.3798,-1.2594,11.3498,13.4950,-18.6153,1.5198,-17.1233,-16.3272
139776366,0.0139,0.0195,-0.1634,-0.7966,0.1691,0.0036,-0.0990,0.0888,-0.0260,-0.0569,-0.4043,-1.2351,11.2031,11.8638,-17.5122,1.5847,-17.0801,-16.4246
139781366,0.0129,0.0152,-0.2413,-0.8351,0.1318,-0.0144,-0.1081,0.1175,-0.0284,-0.0631,-0.4770,-1.2412,10.9067,10.7929,-16.4146,1.6229,-17.0568,-16.4596
139786365,0.0116,0.0111,-0.2981,-0.8253,0.1456,-0.0297,-0.1091,0.1333,-0.0310,-0.0689,-0.5226,-1.1653,10.3089,8.6474,-14.1352,1.6748,-17.0400,-16.5155
139791366,0.0099,0.0069,-0.3525,-0.7947,0.1095,-0.0462,-0.1066,0.1485,-0.0339,-0.0743,-0.5743,-1.0862,10.0138,6.8870,-12.6399,1.7097,-17.0441,-16.5309
139796366,0.0081,0.0029,-0.3952,-0.7526,0.0845,-0.0598,-0.1018,0.1583,-0.0369,-0.0792,-0.5953,-0.9784,9.1302,5.0715,-10.0597,1.7487,-17.0448,-16.5546
