Time_us,Roll,Pitch,GyroX,GyroY,GyroZ,T1,T2,T3,PhiX,PhiY,PhiDX,PhiDY,motor_vel_1,motor_vel_2,motor_vel_3,motor_pos_1,motor_pos_2,motor_pos_3
376476690,0.0099,-0.0256,-0.0144,0.0064,-0.0420,0.0366,0.0500,0.0500,-0.0001,0.0000,-0.0144,0.0064,0.0000,0.0000,0.0000,103.2901,-63.4607,-108.0775
376478375,0.0097,-0.0258,-0.0144,0.0043,-0.0493,0.0361,-0.0200,0.0500,-0.0001,0.0001,-0.0144,0.0043,0.0000,0.0000,0.0000,103.2901,-63.4607,-108.0775
376483364,0.0095,-0.0259,-0.0165,0.0027,-0.0548,0.0346,-0.0200,0.0500,-0.0002,0.0001,-0.0165,0.0027,0.0000,0.0000,0.0000,103.2901,-63.4607,-108.0775
376488364,0.0092,-0.0261,-0.0180,-0.0009,-0.0533,0.0332,-0.0500,0.0500,-0.0003,0.0001,-0.0180,-0.0009,0.0000,0.0000,0.0000,103.2901,-63.4607,-108.0775
376493365,0.0090,-0.0263,-0.0183,-0.0052,-0.0493,0.0323,-0.0500,-0.0200,-0.0004,0.0000,-0.0183,-0.0052,0.0000,0.0000,0.0000,103.2901,-63.4607,-108.0775
376498364,0.0088,-0.0265,-0.0153,-0.0076,-0.0365,0.0319,-0.0500,-0.0200,-0.0005,-0.0000,-0.0153,-0.0076,0.0000,0.0000,0.0000,103.2901,-63.4607,-108.0775
376503364,0.0087,-0.0267,-0.0040,-0.0024,-0.0175,0.0336,-0.0500,0.0769,-0.0005,-0.0000,-0.0105,-0.0025,0.3770,0.0000,0.0000,103.2978,-63.4607,-108.0775
376508365,0.0086,-0.0268,0.0076,0.0171,-0.0071,0.0340,0.0200,0.0727,-0.0007,0.0001,-0.0284,0.0178,2.1003,-0.0485,0.0552,103.3371,-63.4618,-108.0763
376513365,0.0087,-0.0269,0.0058,0.0476,-0.0075,0.0337,0.0200,0.0662,-0.0008,0.0003,-0.0321,0.0484,2.2080,-0.0485,0.0552,103.3525,-63.4620,-108.0761
376518365,0.0087,-0.0265,-0.0339,0.1148,-0.0643,0.0241,-0.0779,0.0563,-0.0012,0.0009,-0.0738,0.1163,2.3009,-0.0485,0.0552,103.3632,-63.4623,-108.0757
