Time_us,Roll,Pitch,GyroX,GyroY,GyroZ,T1,T2,T3,PhiX,PhiY,PhiDX,PhiDY,motor_vel_1,motor_vel_2,motor_vel_3,motor_pos_1,motor_pos_2,motor_pos_3
321516691,-0.0180,0.0274,-0.0269,-0.0055,0.0078,-0.0791,0.1334,-0.0500,-0.0002,-0.0000,-0.0269,-0.0055,0.0000,0.0000,0.0000,108.3742,-59.7127,-114.4113
321518376,-0.0182,0.0275,-0.0269,-0.0055,0.0078,-0.0798,0.1341,-0.0500,-0.0002,-0.0000,-0.0269,-0.0055,0.0000,0.0000,0.0000,108.3742,-59.7127,-114.4113
321523365,-0.0183,0.0276,-0.0287,-0.0110,0.0005,-0.0808,0.1338,-0.0500,-0.0004,-0.0001,-0.0287,-0.0110,0.0000,0.0000,0.0000,108.3742,-59.7127,-114.4113
321528364,-0.0184,0.0276,-0.0302,-0.0113,-0.0038,-0.0816,0.1345,-0.0500,-0.0005,-0.0002,-0.0302,-0.0113,0.0000,0.0000,0.0000,108.3742,-59.7127,-114.4113
321533364,-0.0186,0.0277,-0.0315,-0.0076,-0.0133,-0.0810,0.1355,0.0200,-0.0006,-0.0002,-0.0131,-0.0078,-1.0771,0.0000,0.0000,108.3514,-59.7127,-114.4113
321538364,-0.0190,0.0277,-0.0470,-0.0040,-0.0462,-0.0854,0.1390,0.0200,-0.0007,-0.0002,-0.0195,-0.0042,-1.6156,0.0000,0.0000,108.3313,-59.7127,-114.4113
321543365,-0.0192,0.0276,-0.0205,-0.0238,-0.0704,-0.0803,0.1308,-0.0479,-0.0007,-0.0004,-0.0041,-0.0447,-1.6156,0.0485,-1.3291,108.3248,-59.7115,-114.4398
321548364,-0.0194,0.0273,-0.0046,-0.0730,-0.0429,-0.0753,0.1152,-0.0382,-0.0005,-0.0010,0.0344,-0.1098,-2.9679,0.5519,-1.8829,108.2836,-59.7010,-114.4618
321553365,-0.0192,0.0267,0.0409,-0.1411,-0.0188,-0.0619,0.0896,-0.0270,-0.0000,-0.0020,0.1031,-0.2010,-3.5321,2.1053,-1.8829,108.2601,-59.6606,-114.4693
321558364,-0.0189,0.0258,0.0874,-0.2132,-0.0218,-0.0466,0.0615,-0.0141,0.0009,-0.0035,0.1771,-0.2950,-4.3896,3.5825,-1.8829,108.2194,-59.6194,-114.4806
