Time_us,Roll,Pitch,GyroX,GyroY,GyroZ,T1,T2,T3,PhiX,PhiY,PhiDX,PhiDY,motor_vel_1,motor_vel_2,motor_vel_3,motor_pos_1,motor_pos_2,motor_pos_3
203875051,0.1067,-0.0317,-0.0348,0.0382,0.0918,0.0200,-0.0500,-0.1090,-0.0002,0.0003,-0.0348,0.0382,0.0000,0.0000,0.0000,88.0882,-47.3360,-89.3736
203878364,0.1068,-0.0317,-0.0373,0.0406,0.0912,0.0500,-0.0500,-0.1094,-0.0004,0.0004,-0.0372,0.0406,0.0000,0.0000,0.0000,88.0882,-47.3360,-89.3736
203883364,0.1068,-0.0316,-0.0376,0.0415,0.0897,0.0500,-0.0500,-0.1101,-0.0005,0.0006,-0.0375,0.0415,0.0000,0.0000,0.0000,88.0882,-47.3360,-89.3736
203888364,0.1069,-0.0314,-0.0370,0.0394,0.0958,0.0500,-0.0500,-0.1105,-0.0007,0.0008,-0.0369,0.0394,0.0000,0.0000,0.0000,88.0882,-47.3360,-89.3736
203893364,0.1069,-0.0312,-0.0324,0.0379,0.1065,0.0500,0.0200,-0.1118,-0.0009,0.0010,-0.0324,0.0379,0.0000,0.0000,0.0000,88.0882,-47.3360,-89.3736
203898365,0.1070,-0.0310,-0.0354,0.0339,0.1141,-0.0200,0.0200,-0.1114,-0.0011,0.0011,-0.0359,0.0332,0.0000,0.0000,-0.0524,88.0882,-47.3360,-89.3747
203903364,0.1070,-0.0308,-0.0476,0.0431,0.0900,-0.0200,-0.2000,-0.1110,-0.0013,0.0013,-0.0554,0.0299,0.0000,0.0000,-0.9313,88.0882,-47.3360,-89.3935
203908364,0.1068,-0.0304,-0.0962,0.0870,0.0762,0.2000,-0.2000,-0.1141,-0.0019,0.0016,-0.1120,0.0603,0.0000,0.0000,-1.8851,88.0882,-47.3360,-89.4186
203913364,0.1062,-0.0301,-0.1484,0.1032,0.0084,0.2000,-0.2000,-0.1081,-0.0028,0.0019,-0.1793,0.0524,0.0539,0.0000,-3.5801,88.0894,-47.3360,-89.4698
203918364,0.1053,-0.0296,-0.2031,0.0654,-0.0637,0.2000,-0.2000,-0.0899,-0.0040,0.0018,-0.2464,-0.0050,0.0539,-0.0487,-5.0089,88.0896,-47.3370,-89.5157
203923365,0.1041,-0.0294,-0.2465,0.0339,-0.0502,0.2000,-0.2000,-0.0742,-0.0056,0.0015,-0.3038,-0.0604,0.0539,-0.0487,-6.6867,88.0899,-47.3373,-89.5849
203928364,0.1029,-0.0295,-0.2538,-0.0470,-0.0817,0.2000,-0.2000,-0.0511,-0.0071,0.0008,-0.3190,-0.1547,0.0539,-0.0487,-7.6270,88.0901,-47.3375,-89.6321
203933364,0.1015,-0.0302,-0.2645,-0.1432,-0.1669,0.2000,-0.2000,-0.0217,-0.0089,-0.0005,-0.3544,-0.2490,0.0539,-1.5259,-9.0858,88.0904,-47.3698,-89.7120
203938365,0.1000,-0.0312,-0.2807,-0.2141,-0.2148,0.2000,-0.2000,0.0500,-0.0108,-0.0021,-0.3809,-0.3195,0.0539,-2.1348,-9.7129,88.0907,-47.3888,-89.7622
203943364,0.0987,-0.0326,-0.2715,-0.2813,-0.2023,0.2000,-0.2000,0.0500,-0.0125,-0.0031,-0.3398,-0.2092,1.6323,-4.7334,-10.7422,88.1280,-47.4613,-89.8449
203948364,0.0975,-0.0341,-0.2819,-0.2828,-0.1519,0.2000,-0.2000,0.0500,-0.0145,-0.0041,-0.3876,-0.1873,3.0167,-6.3095,-11.0568,88.1646,-47.5149,-89.8949
203953365,0.0957,-0.0357,-0.3726,-0.2450,-0.2029,0.2000,-0.2000,0.0500,-0.0171,-0.0046,-0.5312,-0.1073,4.7087,-9.1003,-11.4117,88.2203,-47.6167,-89.9698
203958365,0.0937,-0.0369,-0.4203,-0.1762,-0.2286,0.2000,-0.2000,-0.0200,-0.0202,-0.0047,-0.6180,-0.0108,6.0622,-10.9547,-10.9936,88.2688,-47.6938,-90.0067
203963365,0.0914,-0.0377,-0.4817,-0.0968,-0.1825,0.2000,-0.2000,-0.0200,-0.0239,-0.0041,-0.7391,0.1071,8.2381,-13.5389,-10.3155,88.3547,-47.8191,-90.0575
203968365,0.0887,-0.0381,-0.5473,-0.0241,-0.1767,0.1924,-0.2000,0.0388,-0.0285,-0.0038,-0.9187,0.0674,9.6438,-14.9570,-9.3226,88.4187,-47.9046,-90.0778
203973365,0.0860,-0.0383,-0.5828,0.0144,-0.1864,0.1682,-0.2000,0.0414,-0.0335,-0.0031,-1.0093,0.1368,12.1946,-16.6649,-8.8894,88.5348,-48.0337,-90.1235
203978364,0.0828,-0.0381,-0.5999,0.0458,-0.1660,0.1494,-0.1836,0.0406,-0.0388,-0.0021,-1.0490,0.2003,13.6233,-17.6374,-7.6309,88.6146,-48.1215,-90.1308
203983364,0.0796,-0.0378,-0.6093,0.0681,-0.1443,0.1309,-0.1675,0.0421,-0.0443,-0.0009,-1.0951,0.2458,15.5449,-18.6264,-6.9962,88.7404,-48.2496,-90.1631
203988365,0.0766,-0.0377,-0.6432,0.0644,-0.0951,0.1081,-0.1568,0.0523,-0.0500,0.0004,-1.1493,0.2495,16.4623,-19.1449,-6.9962,88.8228,-48.3351,-90.1911
203993365,0.0734,-0.0373,-0.6784,0.0867,0.0307,0.0839,-0.1391,0.0541,-0.0560,0.0019,-1.1989,0.3008,17.6511,-19.7736,-5.6117,88.9493,-48.4641,-90.2022
203998364,0.0696,-0.0368,-0.7621,0.1500,0.0625,0.0467,-0.1044,0.0553,-0.0625,0.0038,-1.2895,0.3828,18.4289,-20.0385,-4.5595,89.0369,-48.5489,-90.2015
204003364,0.0656,-0.0361,-0.7902,0.1692,0.0943,0.0226,-0.0849,0.0588,-0.0691,0.0059,-1.3218,0.4225,19.1038,-20.2964,-3.3965,89.1626,-48.6749,-90.2021
204008364,0.0616,-0.0353,-0.8173,0.2065,0.1065,-0.0003,-0.0622,0.0584,-0.0758,0.0083,-1.3489,0.4692,19.3648,-20.3449,-2.7873,89.2446,-48.7572,-90.2022
