Time_us,Roll,Pitch,GyroX,GyroY,GyroZ,T1,T2,T3,PhiX,PhiY,PhiDX,PhiDY,motor_vel_1,motor_vel_2,motor_vel_3,motor_pos_1,motor_pos_2,motor_pos_3
61966690,0.0501,0.1074,-0.0043,0.0073,-0.0221,0.0500,0.2000,0.0500,-0.0000,0.0000,-0.0043,0.0073,0.0000,0.0000,0.0000,19.5000,-16.3732,-14.9979
61968376,0.0499,0.1073,-0.0043,0.0061,-0.0365,0.0500,0.2000,0.0500,-0.0000,0.0001,-0.0043,0.0061,0.0000,0.0000,0.0000,19.5000,-16.3732,-14.9979
61973365,0.0498,0.1072,-0.0021,0.0061,-0.0334,0.0500,0.2000,0.0500,-0.0000,0.0001,-0.0021,0.0061,0.0000,0.0000,0.0000,19.5000,-16.3732,-14.9979
61978364,0.0496,0.1071,0.0009,0.0089,-0.0252,0.0500,0.2000,-0.0200,-0.0000,0.0001,0.0009,0.0089,0.0000,0.0000,0.0000,19.5000,-16.3732,-14.9979
61983364,0.0495,0.1071,0.0018,0.0018,-0.0203,-0.0200,0.2000,-0.0200,-0.0000,0.0001,0.0018,0.0018,0.0000,0.0000,0.0000,19.5000,-16.3732,-14.9979
61988365,0.0493,0.1071,-0.0003,0.0089,0.0072,-0.0200,0.2000,-0.0500,-0.0000,0.0002,0.0012,0.0097,1.5213,0.0528,0.1108,19.5329,-16.3721,-14.9957
61993364,0.0493,0.1070,-0.0040,0.0235,0.0368,0.1943,0.2000,-0.0500,-0.0002,0.0003,-0.0327,0.0214,1.8030,0.1014,2.0491,19.5456,-16.3709,-14.9490
61998364,0.0493,0.1069,-0.0214,0.0305,0.0613,0.1906,0.2000,-0.0500,-0.0004,0.0003,-0.0358,0.0048,1.8030,1.6592,2.0491,19.5565,-16.3363,-14.9408
62003364,0.0492,0.1072,-0.0480,0.0632,0.1037,0.1847,0.2000,-0.0500,-0.0006,0.0003,-0.0420,0.0038,1.8030,3.8776,2.0491,19.5637,-16.2757,-14.9285
62008364,0.0491,0.1077,-0.0507,0.0904,0.1505,0.1841,0.2000,0.0200,-0.0007,0.0004,-0.0288,0.0044,1.8030,5.6249,2.0491,19.5745,-16.2218,-14.9203
62013364,0.0489,0.1080,0.0024,0.0345,0.1923,0.1975,0.2000,0.0200,-0.0005,-0.0001,0.0438,-0.0961,2.2338,8.5578,1.9026,19.5908,-16.1208,-14.9110
62018364,0.0489,0.1078,0.0431,-0.0767,0.2650,0.2000,0.2000,-0.2000,0.0001,-0.0012,0.1110,-0.2116,2.4659,10.3333,1.5608,19.6089,-16.0477,-14.9109
62023365,0.0491,0.1071,0.0629,-0.1930,0.2958,0.2000,0.2000,-0.2000,0.0008,-0.0031,0.1422,-0.3756,3.0695,13.0810,1.1702,19.6328,-15.9226,-14.9106
62028365,0.0494,0.1058,0.0864,-0.2892,0.3264,0.2000,0.1747,-0.2000,0.0015,-0.0055,0.1457,-0.4976,4.9257,14.5093,0.9261,19.6940,-15.8393,-14.9113
62033365,0.0495,0.1038,0.0574,-0.3653,0.3789,0.2000,0.1524,-0.2000,0.0020,-0.0086,0.1030,-0.6053,6.6141,16.3226,0.6820,19.7507,-15.7108,-14.9112
62038364,0.0498,0.1018,0.0757,-0.3940,0.4391,0.2000,0.1357,-0.2000,0.0024,-0.0118,0.0823,-0.6495,9.3801,17.1921,0.5844,19.8536,-15.6267,-14.9106
62043365,0.0498,0.0998,0.0739,-0.3824,0.5252,0.2000,0.1301,-0.2000,0.0027,-0.0151,0.0573,-0.6571,11.2779,18.2805,0.4379,19.9329,-15.4987,-14.9106
62048365,0.0499,0.0979,0.0489,-0.3784,0.5860,0.2000,0.1270,-0.2000,0.0027,-0.0184,-0.0063,-0.6649,13.8902,18.9070,0.3402,20.0609,-15.4121,-14.9110
62053365,0.0499,0.0960,0.0082,-0.4053,0.5567,0.1895,0.1200,-0.2000,0.0023,-0.0219,-0.0676,-0.7049,15.4753,19.6406,0.2426,20.1514,-15.2820,-14.9111
62058364,0.0495,0.0939,-0.0724,-0.4578,0.5240,0.1650,0.1126,-0.2000,0.0014,-0.0259,-0.1852,-0.7813,17.2032,19.9926,-0.9968,20.2837,-15.1957,-14.9362
62063365,0.0489,0.0916,-0.1054,-0.5012,0.4873,0.1531,0.1003,-0.2000,0.0002,-0.0301,-0.2387,-0.8478,18.0227,20.4160,-2.1349,20.3702,-15.0658,-14.9688
62068365,0.0479,0.0890,-0.1127,-0.5342,0.4400,0.1459,0.0870,-0.2000,-0.0012,-0.0346,-0.2765,-0.9087,19.0109,20.6293,-3.8174,20.5008,-14.9794,-15.0143
62073364,0.0471,0.0865,-0.1148,-0.5617,0.4345,0.1401,0.0729,-0.2000,-0.0027,-0.0395,-0.3042,-0.9677,19.5619,20.8393,-5.7575,20.5886,-14.8509,-15.0824
62078365,0.0464,0.0837,-0.1258,-0.5983,0.4476,0.1327,0.0571,-0.2000,-0.0044,-0.0446,-0.3387,-1.0277,20.1276,20.8943,-7.2945,20.7187,-14.7664,-15.1387
62083364,0.0456,0.0806,-0.1545,-0.6558,0.4198,0.1206,0.0383,-0.1751,-0.0063,-0.0502,-0.3912,-1.1182,20.3344,20.9459,-9.5109,20.8036,-14.6397,-15.2335
62088365,0.0446,0.0772,-0.1875,-0.7214,0.3719,0.1073,0.0181,-0.1396,-0.0086,-0.0563,-0.4459,-1.2109,20.5977,20.9500,-11.3582,20.9318,-14.5557,-15.3122
62093365,0.0434,0.0736,-0.2083,-0.7627,0.3731,0.0951,0.0002,-0.1097,-0.0110,-0.0627,-0.4920,-1.2879,20.7517,20.9565,-13.8078,21.0176,-14.4297,-15.4363
62098364,0.0421,0.0699,-0.2135,-0.7850,0.3924,0.0875,-0.0500,-0.0871,-0.0136,-0.0694,-0.5131,-1.3305,20.9083,20.9565,-15.2070,21.1458,-14.3458,-15.5222
62103364,0.0410,0.0657,-0.2398,-0.8244,0.4046,0.0604,-0.0500,-0.0702,-0.0173,-0.0747,-0.7439,-1.0775,20.9618,20.7009,-16.9221,21.2305,-14.2260,-15.6527
62108364,0.0396,0.0616,-0.2917,-0.8366,0.3979,0.0413,-0.0500,-0.0429,-0.0213,-0.0802,-0.8041,-1.1015,21.0157,20.3876,-17.7272,21.3574,-14.1501,-15.7381
