Time_us,Roll,Pitch,GyroX,GyroY,GyroZ,T1,T2,T3,PhiX,PhiY,PhiDX,PhiDY,motor_vel_1,motor_vel_2,motor_vel_3,motor_pos_1,motor_pos_2,motor_pos_3
136521690,-0.0543,-0.0154,0.0113,-0.0244,0.0338,-0.0500,0.0500,-0.0500,0.0001,-0.0002,0.0113,-0.0244,0.0000,0.0000,0.0000,58.2127,-24.1703,-69.6253
136523375,-0.0542,-0.0154,0.0159,-0.0299,0.0390,-0.0500,-0.0200,0.0200,0.0001,-0.0002,0.0159,-0.0299,0.0000,0.0000,0.0000,58.2127,-24.1703,-69.6253
136528364,-0.0542,-0.0155,0.0150,-0.0327,0.0362,-0.0500,-0.0200,0.0200,0.0002,-0.0004,0.0150,-0.0327,0.0000,0.0000,0.0000,58.2127,-24.1703,-69.6253
136533364,-0.0541,-0.0156,0.0156,-0.0348,0.0271,-0.0500,0.0447,0.0500,0.0003,-0.0006,0.0156,-0.0348,0.0000,0.0000,0.0000,58.2127,-24.1703,-69.6253
136538364,-0.0540,-0.0156,0.0168,-0.0360,0.0295,0.0200,0.0439,0.0500,0.0003,-0.0007,0.0168,-0.0360,0.0000,0.0000,0.0000,58.2127,-24.1703,-69.6253
136543365,-0.0539,-0.0157,0.0186,-0.0367,0.0387,0.0200,0.0430,0.0500,0.0004,-0.0009,0.0186,-0.0367,-1.9381,0.0000,0.0000,58.1698,-24.1703,-69.6253
136548365,-0.0539,-0.0158,0.0140,-0.0431,0.0445,-0.2000,0.0402,0.0500,0.0007,-0.0011,0.0524,-0.0438,-2.2150,0.0000,0.0000,58.1555,-24.1703,-69.6253
136553365,-0.0539,-0.0159,0.0144,-0.0513,0.0591,-0.2000,0.0375,-0.0200,0.0010,-0.0014,0.0527,-0.0520,-2.2150,0.0000,0.0524,58.1422,-24.1703,-69.6242
136558364,-0.0539,-0.0162,0.0144,-0.0312,0.1175,-0.2000,0.0401,-0.0200,0.0013,-0.0016,0.0624,-0.0321,-2.7721,0.0000,0.0524,58.1211,-24.1703,-69.6239
136563364,-0.0540,-0.0165,0.0110,-0.0171,0.1349,-0.2000,0.0409,0.1651,0.0016,-0.0017,0.0689,-0.0333,-2.7721,1.1079,0.0524,58.1045,-24.1467,-69.6237
136568365,-0.0539,-0.0166,0.0382,0.0070,0.1431,-0.2000,0.0409,0.1573,0.0021,-0.0018,0.1050,-0.0246,-2.7721,2.1630,0.0524,58.0934,-24.1184,-69.6234
136573364,-0.0539,-0.0166,0.0480,0.0247,0.1596,-0.2000,0.0428,0.1520,0.0027,-0.0019,0.1163,-0.0111,-2.7182,2.4551,0.0524,58.0781,-24.0995,-69.6232
136578365,-0.0536,-0.0165,0.0834,0.0180,0.1401,-0.1902,0.0364,0.1484,0.0035,-0.0020,0.1578,-0.0216,-2.7182,2.9419,0.2731,58.0672,-24.0783,-69.6184
136583365,-0.0531,-0.0164,0.1188,0.0000,0.1162,-0.1759,0.0272,0.1442,0.0047,-0.0021,0.2341,-0.0203,-3.9675,3.4370,2.0384,58.0216,-24.0505,-69.5786
136588365,-0.0524,-0.0166,0.1607,-0.0357,0.1462,-0.1612,0.0109,0.1447,0.0062,-0.0024,0.2983,-0.0580,-5.1007,3.6571,2.1487,57.9808,-24.0315,-69.5635
136593365,-0.0515,-0.0169,0.2062,-0.0739,0.1905,-0.1440,-0.0500,0.1444,0.0081,-0.0029,0.3787,-0.0916,-6.9466,3.6571,2.4877,57.9083,-24.0096,-69.5480
136598364,-0.0504,-0.0175,0.2483,-0.0956,0.2042,-0.1290,-0.0500,0.1391,0.0102,-0.0031,0.4227,-0.0474,-8.4285,3.9669,3.3417,57.8481,-23.9878,-69.5135
