Time_us,Roll,Pitch,GyroX,GyroY,GyroZ,T1,T2,T3,PhiX,PhiY,PhiDX,PhiDY,motor_vel_1,motor_vel_2,motor_vel_3,motor_pos_1,motor_pos_2,motor_pos_3
130076690,0.0521,0.0014,0.0055,0.0055,0.0387,0.0200,-0.0200,-0.0200,0.0000,0.0000,0.0055,0.0055,0.0000,0.0000,0.0000,49.2901,-22.0432,-60.4535
130078375,0.0522,0.0012,0.0055,0.0055,0.0387,0.0500,-0.0500,-0.0500,0.0000,0.0000,0.0055,0.0055,0.0000,0.0000,0.0000,49.2901,-22.0432,-60.4535
130083364,0.0524,0.0010,0.0067,0.0092,0.0365,0.0500,-0.0500,-0.0500,0.0001,0.0001,0.0067,0.0092,0.0000,0.0000,0.0000,49.2901,-22.0432,-60.4535
130088364,0.0526,0.0009,0.0046,0.0128,0.0292,0.0500,-0.0500,-0.0500,0.0001,0.0002,0.0046,0.0128,1.2386,0.0000,0.0000,49.3165,-22.0432,-60.4535
130093364,0.0529,0.0010,0.0131,0.0192,0.0261,0.0500,-0.0500,-0.0500,0.0002,0.0003,0.0131,0.0192,2.2080,0.0000,0.0000,49.3436,-22.0432,-60.4535
130098365,0.0531,0.0008,0.0165,0.0229,0.0378,-0.0200,0.0200,0.0200,0.0003,0.0004,0.0165,0.0229,2.2080,0.0000,0.0000,49.3569,-22.0432,-60.4535
130103364,0.0533,0.0008,-0.0076,0.0104,0.0344,-0.0200,0.0200,0.0200,0.0002,0.0004,-0.0076,0.0104,2.2080,-0.0550,0.0000,49.3657,-22.0445,-60.4535
130108365,0.0533,0.0008,-0.0382,-0.0055,0.0310,0.2000,-0.1000,-0.1014,-0.0002,0.0003,-0.0881,-0.0206,2.3473,-0.0550,-1.0452,49.3822,-22.0448,-60.4757
130113365,0.0531,0.0007,-0.0715,-0.0403,0.0225,0.1897,-0.1022,-0.0884,-0.0009,0.0001,-0.1412,-0.0499,2.3473,-1.3694,-2.0382,49.3916,-22.0735,-60.5065
130118365,0.0528,0.0004,-0.1081,-0.0764,-0.0123,0.1792,-0.1047,-0.0741,-0.0018,-0.0003,-0.1829,-0.0771,2.3473,-1.9535,-2.0382,49.4057,-22.0964,-60.5147
130123364,0.0523,-0.0002,-0.1362,-0.0870,-0.0597,0.1709,-0.1041,-0.0645,-0.0029,-0.0008,-0.2091,-0.0878,2.2365,-1.9535,-2.0382,49.4128,-22.1042,-60.5269
130128365,0.0517,-0.0009,-0.1371,-0.0727,-0.0557,0.1684,-0.1014,-0.0649,-0.0039,-0.0011,-0.2055,-0.0644,1.6828,-2.5339,-2.0382,49.4134,-22.1294,-60.5350
130133364,0.0510,-0.0013,-0.1298,-0.0403,-0.0469,0.1680,-0.0955,-0.0707,-0.0049,-0.0012,-0.1891,-0.0263,1.3505,-2.5339,-1.6507,49.4128,-22.1396,-60.5381
130138365,0.0503,-0.0016,-0.1176,-0.0162,-0.0600,0.1679,-0.0901,-0.0756,-0.0058,-0.0011,-0.1860,0.0140,1.3505,-3.5966,-1.6507,49.4208,-22.1796,-60.5447
130143365,0.0499,-0.0017,-0.1249,-0.0052,-0.1302,0.1646,-0.0844,-0.0752,-0.0068,-0.0010,-0.2041,0.0341,1.3505,-4.5177,-1.9817,49.4262,-22.2137,-60.5613
130148365,0.0490,-0.0017,-0.2202,0.0367,-0.1779,0.1347,-0.0590,-0.0689,-0.0085,-0.0006,-0.3382,0.0776,2.9421,-5.2406,-2.5885,49.4721,-22.2570,-60.5834
130153364,0.0478,-0.0015,-0.2914,0.0696,-0.2042,0.1101,-0.0381,-0.0641,-0.0107,-0.0000,-0.4372,0.1151,3.8825,-6.0658,-3.1129,49.5052,-22.2954,-60.6097
130158364,0.0461,-0.0012,-0.3845,0.1005,-0.1910,0.0767,-0.0138,-0.0556,-0.0135,0.0007,-0.5683,0.1468,5.3863,-6.7960,-3.7838,49.5638,-22.3482,-60.6373
130163365,0.0441,-0.0006,-0.4505,0.1399,-0.1935,0.0493,0.0500,-0.0518,-0.0169,0.0016,-0.6701,0.1751,6.5581,-7.3236,-5.0634,49.6113,-22.3873,-60.6897
130168365,0.0418,0.0002,-0.5009,0.1671,-0.2252,0.0311,0.0500,-0.0428,-0.0203,0.0020,-0.6796,0.0853,7.6494,-7.8270,-5.4510,49.6763,-22.4429,-60.7191
130173364,0.0392,0.0011,-0.5461,0.1787,-0.2631,0.0080,0.0500,-0.0351,-0.0240,0.0024,-0.7490,0.0774,8.3981,-8.0209,-6.7677,49.7234,-22.4785,-60.7818
130178364,0.0364,0.0021,-0.5809,0.1747,-0.3098,-0.0500,0.0500,-0.0255,-0.0280,0.0027,-0.8025,0.0638,9.1594,-7.6078,-7.4162,49.7911,-22.5172,-60.8225
130183364,0.0334,0.0030,-0.6072,0.1704,-0.3193,-0.0500,-0.0200,-0.0237,-0.0314,0.0030,-0.6762,0.0528,9.1594,-7.4428,-7.9985,49.8278,-22.5443,-60.8799
130188364,0.0303,0.0039,-0.6274,0.1616,-0.2744,-0.0500,-0.0200,-0.0161,-0.0349,0.0032,-0.7002,0.0373,9.0034,-5.4623,-8.4379,49.8804,-22.5432,-60.9214
130193364,0.0270,0.0044,-0.6393,0.0800,-0.2494,-0.0500,0.0625,0.0500,-0.0387,0.0033,-0.7551,0.0206,8.8373,-4.6371,-8.7702,49.9131,-22.5467,-60.9798
130198365,0.0238,0.0046,-0.6341,0.0312,-0.2885,0.0200,0.0647,0.0500,-0.0421,0.0038,-0.6741,0.1009,7.2314,-4.6371,-8.9270,49.9275,-22.5745,-61.0184
